Wavelength (nm),Blank1,F564,F565,F576,F577,F570,F571,F600,F568,F569,F582,F603,F603b
514,0.000513,0.000456,0.000533,0.001665,-0.000181,0.001075,0.001497,0.000387,0.001007,-0.000482,0.001728,-0.000243,0.001887
513.5,-0.000904,-0.000087,0.000284,0.001389,0.0006,0.000554,0.001264,0.001623,0.000433,-0.001434,0.001206,-0.000027,0.002265
513,0.000036,0.000596,0.000685,0.001456,0.000604,0.000301,0.00182,-0.000328,0.00043,-0.00038,0.001186,0.000502,0.00213
512.5,-0.000591,-0.000159,-0.000077,0.00155,0.00064,0.00005,0.000979,0.000722,0.000249,-0.000737,0.00138,0.000538,0.001669
512,-0.000639,0.000086,-0.000608,0.001724,0.001012,0.000316,0.001583,0.000351,0.000062,-0.001088,0.001348,0.000487,0.001602
511.5,0.000133,0.000822,0.000285,0.000337,-0.000405,0.000099,0.00125,0.000514,0.000216,-0.000896,0.001208,0.000526,0.001622
511,-0.001703,-0.000576,-0.000674,0.002022,0.00072,0.000525,0.002008,0.001015,0.000032,-0.000687,0.000946,-0.000109,0.002263
510.5,0.000136,0.000755,0.000655,0.0012,0.000261,-0.0003,0.001069,-0.000509,0.000281,-0.000533,0.000607,0.000493,0.002356
510,0.000053,0.000727,0.001052,0.001976,0.001085,0.00041,0.001273,0.000252,0.00023,0.00009,-0.000012,-0.000987,0.00062
509.5,0.00035,0.000579,0.000347,0.000846,-0.00041,-0.000278,0.000498,-0.000128,0.000351,-0.00109,0.000317,-0.000916,0.002095
509,0.00032,0.000626,0.000456,0.001643,0.001042,0.001047,0.002261,0.000446,-0.000265,-0.001214,0.000482,-0.000586,0.002193
508.5,0.000457,0.000111,0.000708,0.001942,-0.000125,-0.000453,0.001169,0.000506,-0.000689,-0.000647,0.000592,0.000667,0.001482
508,0.000277,-0.000223,0.000302,0.000855,-0.000242,0.000397,0.001626,0.000624,-0.00074,-0.001308,0.00053,-0.000136,0.000952
507.5,-0.000746,0.000096,-0.000334,0.001877,-0.000225,-0.000361,0.002155,-0.000228,0.000033,0.000066,0.001394,0.000816,0.002075
507,0.000195,0.000573,0.000505,0.001305,0.000049,0.001554,0.002452,0.000046,-0.000431,-0.000235,0.001109,0.000453,0.002353
506.5,0.000179,0.000586,0.00163,0.001347,0.000204,0.000427,0.000846,0.00052,-0.000031,-0.000672,0.000225,0.000763,0.001945
506,0.000511,0.001439,0.0005,0.001308,0.000062,0.000636,0.002486,0.000403,-0.000081,-0.000996,0.001258,0.00125,0.001725
505.5,0.000714,0.001156,0.000082,0.001689,0.000162,0.000509,0.000673,0.00027,0.000576,-0.000038,0.000986,-0.000474,0.002089
505,0.000006,-0.000108,0.000225,0.001194,0.000391,0.000664,0.002191,-0.000408,0.00061,0.000417,0.000482,0.000797,0.002558
504.5,-0.000444,0.00009,0.000561,0.001805,0.000633,0.000331,0.001553,-0.000169,-0.000412,-0.000757,0.001466,0.000456,0.002233
504,0.000245,-0.000021,0.0005,0.001516,0.000315,0.000945,0.002214,-0.000199,-0.001132,-0.002219,0.001642,0.000226,0.001538
503.5,-0.00014,0.000707,0.000313,0.00133,0.000153,0.000262,0.002108,0.00046,-0.000417,-0.000779,0.001286,0.000116,0.002562
503,-0.000225,-0.000461,-0.00019,0.001808,0.000124,0.000462,0.001874,0.000054,0.000123,-0.000885,0.000353,-0.000158,0.002018
502.5,-0.00163,-0.000387,-0.001313,0.001498,0.000232,0.0005,0.001727,0.000271,0.000521,-0.000646,0.001797,0.000977,0.002616
502,-0.000658,-0.000432,-0.000463,0.001294,-0.000154,0.0006,0.001946,-0.000027,-0.000242,-0.001097,0.001265,0.000506,0.00202
501.5,-0.000908,0.000069,-0.000355,0.001443,-0.000223,0.000201,0.00129,0.000611,-0.000384,-0.000787,0.001038,-0.000042,0.002369
501,-0.000184,0.000325,0.000465,0.001926,-0.000682,-0.000542,0.001307,0.001007,-0.000048,0.000032,0.000794,0.000637,0.001359
500.5,0.000368,0.000093,0.000111,0.001,-0.000164,0.001042,0.002735,-0.000068,0.00019,-0.000821,0.001099,0.000515,0.002191
500,0.000091,0.000445,-0.000024,0.001509,0.000601,0.000253,0.001103,0.000334,0.000671,-0.000734,0.001799,0.000637,0.00296
499.5,-0.000526,0.000827,-0.000234,0.002199,0.000854,0.000806,0.001776,-0.000351,0.000134,-0.000879,0.001995,0.000957,0.002533
499,0.00056,0.001234,-0.000241,0.001331,0.000228,0.000431,0.002183,-0.000181,-0.000339,-0.00095,0.000571,0.000559,0.00124
498.5,0.000333,0.000719,0.000048,0.002312,0.000769,0.000842,0.002212,0.000243,0.000752,-0.000328,0.000988,0.000175,0.002035
498,-0.000414,0.000269,-0.000622,0.00145,-0.000187,0.000476,0.001782,0.00011,-0.000378,-0.000689,0.000539,-0.000064,0.002131
497.5,-0.000133,0.000297,0.000216,0.001744,0.000545,0.000523,0.001919,0.000301,0.000149,-0.000304,0.001328,0.000858,0.00223
497,-0.000283,-0.000007,-0.000093,0.001975,0.000107,0.000545,0.002279,0.00031,-0.000007,-0.000634,0.001278,0.000794,0.002337
496.5,-0.000059,0.001148,0.000171,0.002205,0.000408,0.000662,0.001299,-0.000177,0.00102,0.000394,0.000424,-0.000025,0.001518
496,0.000002,0.00085,0.00058,0.001318,0.000413,0.000589,0.001513,0.000298,0.000431,-0.001556,0.001212,0.000833,0.002103
495.5,-0.000121,0.000125,0.00044,0.001763,0.000474,0.000994,0.002007,-0.000243,-0.000354,-0.000605,0.000966,0.000098,0.001585
495,-0.0006,-0.000034,-0.000139,0.001467,0.000276,0.000826,0.002286,0.000323,0.00043,-0.000611,0.001358,0.000967,0.002297
494.5,0.000051,0.001015,0.000961,0.001773,0.000457,0.000463,0.00206,0.001115,0.000224,-0.000896,0.001528,0.000206,0.002397
494,0.000093,0.001082,0.000253,0.00117,0.000124,0.000423,0.00197,0.000554,0.000352,-0.000218,0.000595,0.000583,0.001933
493.5,0.000177,0.000348,0.000573,0.001502,0.00022,0.000502,0.001844,0.000463,-0.000213,-0.001436,0.0017,0.00061,0.002772
493,0.000422,0.001027,0.000495,0.001261,0.000166,0.000496,0.00182,0.000438,0.000203,-0.000209,0.001305,0.000542,0.002009
492.5,-0.000479,0.000357,0.000186,0.001701,0.000543,0.000483,0.002155,-0.000045,-0.000179,-0.000541,0.0009,0.000153,0.001962
492,0.000178,0.00086,0.000403,0.001486,0.000678,0.000434,0.001664,0.000411,0.000001,-0.001137,0.001356,0.000561,0.002381
491.5,0.00029,0.000571,0.000415,0.001853,0.000566,0.000657,0.002101,0.00015,0.000117,-0.000541,0.001168,-0.000124,0.002192
491,0.000089,0.000351,0.000584,0.00138,0.00023,0.000714,0.0017,0.000431,0.000322,-0.000664,0.001136,0.000206,0.002001
490.5,0.000045,0.000692,0.000082,0.001617,0.000287,0.00113,0.001801,0.000646,0.000024,-0.001185,0.001251,-0.000258,0.00192
490,0.000064,0.001169,0.000476,0.000986,-0.000355,0.000428,0.001503,0.000377,-0.000156,-0.000629,0.00115,0.000216,0.002035
489.5,-0.000144,0.000476,0.000234,0.001482,-0.00007,0.000703,0.002004,0.000037,0.000347,-0.000502,0.001052,0.000247,0.002185
489,-0.000128,0.000949,0.000791,0.001717,0.000054,0.000095,0.001086,0.000771,-0.000133,-0.000749,0.000871,0.000133,0.002192
488.5,-0.000041,0.000617,0.000494,0.00155,0.000154,0.000577,0.001581,0.000345,0.00001,-0.000562,0.000565,0.000004,0.002143
488,0.000074,0.000781,0.000589,0.001417,0.00015,0.000278,0.001762,0.000761,0.000284,-0.000684,0.000818,0.000102,0.002323
487.5,-0.000102,0.000309,0.000426,0.001939,0.000674,0.000225,0.001565,0.000557,-0.000203,-0.000731,0.000882,-0.000006,0.001901
487,-0.000023,0.000375,0.000272,0.001443,0.000126,-0.000039,0.001476,0.00036,0.000076,-0.000953,0.001226,0.000451,0.002373
486.5,-0.000011,0.00082,0.000523,0.001412,0.000221,0.000136,0.001952,0.000549,-0.000027,-0.000696,0.001094,0.000009,0.001965
486,0.000083,0.000521,0.000214,0.00144,0.000122,0.000498,0.001467,-0.000024,-0.000083,-0.000727,0.000965,-0.000062,0.002172
485.5,-0.000083,0.000395,0.000319,0.001342,0.000133,0.000756,0.00181,0.000259,0.000329,-0.000435,0.000981,0.000095,0.002131
485,-0.000039,0.000362,-0.000085,0.001639,0.000321,0.00058,0.001916,0.000521,-0.000002,-0.000775,0.000617,-0.000062,0.001661
484.5,0.000182,0.000439,0.000182,0.001459,0.000096,0.000779,0.001949,0.000525,0.000252,-0.000767,0.001118,0.000329,0.002132
484,-0.000128,0.000216,0.000085,0.001307,0.000304,0.000465,0.001698,0.000194,0.000225,-0.000642,0.001096,0.000492,0.00238
483.5,0.000013,0.000679,0.000183,0.001587,0.00029,0.000331,0.001818,0.000337,0.000073,-0.000451,0.001244,0.000119,0.002101
483,0.000099,0.000542,0.000893,0.00162,0.000318,0.000545,0.001935,0.000279,0.00041,-0.000714,0.000975,0.000512,0.002187
482.5,-0.000083,0.000553,0.000184,0.001202,0.000111,0.000356,0.001065,0.000241,0.000178,-0.000845,0.00049,-0.000107,0.002055
482,-0.000061,0.000276,0.000346,0.001661,0.00019,0.000676,0.001753,0.000468,0.000183,-0.000473,0.00083,0.000104,0.002015
481.5,0.000095,0.000731,-0.000035,0.00131,-0.000556,0.000333,0.001687,0.00042,0.000097,-0.000623,0.000726,0.000038,0.001875
481,0.000658,0.001245,0.000327,0.001255,-0.000328,-0.000148,0.001241,0.000559,0.000239,-0.000707,0.000934,-0.000054,0.001562
480.5,0.000303,0.000612,0.000525,0.001079,0.000101,0.000861,0.001762,-0.000319,0.000109,-0.000699,0.000527,0.00018,0.00163
480,0.000089,0.000271,0.000061,0.001956,0.0009,0.00055,0.001852,0.000156,-0.000019,-0.000837,0.001317,0.000614,0.002518
479.5,0.000111,0.000873,0.000275,0.001236,0.000038,0.00087,0.002278,0.000651,0.000466,-0.000698,0.000747,0.000174,0.002336
479,0.000286,0.000616,0.000076,0.002115,0.000272,0.001147,0.002423,0.00063,0.000313,-0.00046,0.001626,0.000379,0.002309
478.5,0.000321,0.000648,0.000563,0.001484,0.000593,0.000638,0.002112,0.000478,0.000091,-0.000372,0.000803,0.000443,0.00183
478,0.000076,0.000287,0.000348,0.002018,-0.000076,0.000482,0.002233,0.000711,0.000435,-0.000954,0.001577,0.000568,0.002489
477.5,-0.000082,0.000435,0.00074,0.001451,0.000144,0.000141,0.002017,0.000366,0.000245,-0.000176,0.000973,0.000164,0.00237
477,-0.000209,0.000619,-0.000462,0.001974,0.000177,0.000269,0.001817,0.000249,0.000419,-0.000366,0.001521,0.000463,0.002477
476.5,-0.000271,0.000113,0.00032,0.002023,0.000281,0.00083,0.002039,0.001054,-0.000247,-0.000905,0.00094,0.000431,0.002199
476,-0.000068,0.000715,0.000145,0.001662,0.000392,0.000141,0.00173,0.000552,-0.00011,-0.000766,0.000969,0.000259,0.002288
475.5,-0.000338,0.000532,0.000501,0.001717,-0.000127,0.000604,0.002109,0.000402,0.00024,-0.000654,0.001147,0.000473,0.002138
475,0.000473,0.00028,0.000351,0.001754,-0.000318,0.000797,0.001591,0.000275,0.000182,-0.001038,0.001244,0.0001,0.002523
474.5,-0.000244,0.000331,-0.000232,0.001531,0.000475,0.000265,0.001693,0.000419,0.000173,-0.001443,0.001497,0.000586,0.002179
474,0.000083,0.000887,0.000225,0.001302,0.000429,0.000224,0.001406,0.000458,0.000628,-0.000469,0.001463,0.001096,0.002927
473.5,0.000138,0.000749,0.00014,0.0019,0.000239,0.0007,0.001896,0.000947,0.000399,-0.000411,0.000766,-0.000043,0.001612
473,0.000048,0.000484,0.000211,0.00127,0.000323,0.000329,0.001875,0.000456,0.000824,-0.000337,0.001378,0.001007,0.002263
472.5,-0.000438,0.000759,0.000385,0.00141,0.000154,0.000059,0.001776,0.000611,0.000009,-0.001,0.000768,0.000159,0.002115
472,-0.000582,0.00044,-0.000108,0.000956,-0.00006,0.00058,0.001789,0.000477,0.000008,-0.001196,0.001145,-0.000102,0.002037
471.5,0.000242,0.000607,0.000272,0.001914,0.000485,0.000399,0.002007,0.000478,0.00013,-0.000642,0.001438,0.000193,0.002553
471,0.000311,0.001055,0.00062,0.00163,0.000316,0.000332,0.001701,0.000036,0.000412,-0.000264,0.000911,0.000103,0.001967
470.5,-0.000314,0.000873,0.000559,0.001394,0.000405,0.000821,0.002464,0.000052,0.000161,-0.001127,0.000828,0.000213,0.002263
470,-0.000174,0.000354,0.000064,0.001812,-0.000271,0.00022,0.00138,-0.0002,0.000036,-0.00059,0.001069,0.000261,0.001854
469.5,0.000337,0.000686,0.000412,0.000976,-0.000143,0.000609,0.002077,0.000906,0.000683,-0.000415,0.001206,-0.000026,0.002692
469,-0.000332,0.000471,0.000173,0.001532,0.000427,0.000531,0.001472,0.000509,0.000322,-0.000195,0.001402,0.001114,0.002958
468.5,0.000312,0.000849,0.000216,0.001899,0.000455,0.000177,0.00126,0.000553,-0.000085,-0.000917,0.000851,0.000059,0.002253
468,0.000108,0.000569,0.000483,0.001448,-0.000148,0.00025,0.001785,0.000395,0.000016,-0.001397,0.001548,0.000379,0.002767
467.5,-0.000164,0.000259,0.000007,0.002027,0.000053,0.000407,0.00246,0.000771,0.000428,-0.000528,0.001789,0.000974,0.002913
467,-0.000158,0.000814,0.000369,0.001696,0.00009,0.000957,0.002292,0.000191,0.000014,-0.000706,0.00094,-0.000325,0.001965
466.5,0.000135,0.000864,0.000718,0.001723,0.000522,0.000187,0.00166,0.000114,-0.000087,-0.000791,0.000962,0.000009,0.002102
466,0.000117,0.000492,0.000011,0.001663,0.000134,0.000341,0.002042,0.000083,0.000507,-0.00012,0.00099,0.000183,0.002276
465.5,-0.000185,0.000671,0.00002,0.00215,-0.00007,0.00052,0.001706,0.000427,0.000055,-0.000345,0.000847,0.000231,0.002182
465,-0.000555,0.000386,0.000241,0.001281,0.00018,0.000545,0.002134,0.000069,0.000052,-0.000608,0.000945,0.000594,0.001931
464.5,0.000227,0.00071,0.000426,0.001761,0.00024,0.000252,0.002138,0.000347,-0.000082,-0.001034,0.001094,0.000193,0.002088
464,-0.000198,0.000355,0.000087,0.001802,0.000591,0.00017,0.001588,0.000784,0.000457,-0.000246,0.000807,-0.000149,0.001998
463.5,0.000095,0.000769,0.000639,0.00169,0.000553,0.000356,0.001879,0.000134,0.000245,-0.000859,0.002041,0.00037,0.002446
463,-0.000552,0.000369,0.000072,0.001509,0.000318,0.000308,0.002246,0.000167,0.00046,-0.001048,0.001468,0.00064,0.002812
462.5,-0.000083,0.000512,0.00029,0.001707,-0.000054,0.000367,0.002095,0.000236,0.000333,-0.000297,0.001606,0.000414,0.002873
462,-0.000054,0.000349,-0.000089,0.001797,0.000585,0.000135,0.001944,-0.000034,0.000488,-0.000446,0.000904,0.000429,0.002403
461.5,0.000479,0.001057,0.000737,0.001521,-0.000034,-0.000011,0.001506,0.00085,0.000219,-0.000614,0.000715,0.000164,0.002416
461,0.000089,0.000641,0.000601,0.001724,-0.000072,0.001011,0.002083,0.00037,-0.00003,-0.000463,0.001001,0.000716,0.002828
460.5,-0.000013,0.000821,0.000644,0.001317,-0.000145,0.000639,0.002121,0.000256,0.00022,-0.000767,0.001013,0.000344,0.002556
460,-0.000104,0.000533,0.000604,0.001384,0.000108,0.000475,0.002067,0.000297,0.000143,-0.000639,0.001364,0.000308,0.002521
459.5,-0.000067,0.000412,0.000035,0.001774,0.000307,0.000907,0.002244,0.000461,-0.000004,-0.001111,0.000901,0.000134,0.00264
459,-0.000184,0.000354,0.000058,0.001767,0.000606,0.000409,0.002266,0.000108,-0.000005,-0.000949,0.001179,0.000279,0.002149
458.5,0.00051,0.001094,0.000524,0.001953,0.000342,0.000974,0.002124,0.000217,-0.000173,-0.000923,0.000784,0.000166,0.002305
458,0.000067,0.000893,0.000603,0.001909,0.000361,0.000935,0.002029,0.000221,0.000433,-0.001024,0.000924,0.000384,0.00255
457.5,-0.000509,0.000593,0.000192,0.001786,-0.000033,0.000774,0.002269,-0.000266,-0.000262,-0.000938,0.001188,0.000942,0.002923
457,-0.000227,0.000409,-0.000169,0.001859,0.000201,0.000928,0.002313,0.000503,0.000116,-0.000629,0.001711,0.000184,0.002796
456.5,0.000204,0.000759,0.000428,0.001581,0.000693,0.00019,0.002046,0.000577,0.000293,-0.000286,0.001125,0.000682,0.002614
456,-0.000467,0.000503,-0.00005,0.001011,0.000065,0.001048,0.00259,0.000478,0.000246,-0.000714,0.001101,0.000622,0.002178
455.5,-0.000066,0.000678,0.000147,0.001546,0.000056,0.000259,0.001589,0.000514,0.000169,-0.000796,0.001127,-0.000052,0.002397
455,0.000152,0.000675,0.000703,0.002101,-0.000163,0.001251,0.002137,0.000022,-0.000839,-0.001181,0.001235,0.000276,0.002341
454.5,0.000105,0.001108,0.000653,0.002323,0.000657,0.00068,0.001947,-0.000086,0.001114,0.00002,0.00142,0.000934,0.002914
454,0.000861,0.000794,0.000499,0.001407,-0.00002,0.000195,0.000997,0.000198,-0.00028,-0.000894,0.001564,0.001085,0.002963
453.5,0.000361,0.000745,0.000471,0.002046,0.000123,0.000924,0.002172,0.000742,0.000736,-0.000742,0.00142,0.000765,0.003142
453,0.000168,0.000875,0.000441,0.00159,0.000081,0.000589,0.001929,-0.000032,0.000179,-0.000639,0.001157,0.000597,0.002872
452.5,0.000285,0.000858,0.000337,0.001435,0.000255,0.000894,0.002182,0.000711,0.000104,-0.001002,0.001532,0.000662,0.002621
452,-0.000521,0.000011,0.00009,0.00177,0.000698,0.000417,0.002207,0.000225,0.000293,-0.001002,0.001355,0.000759,0.002588
451.5,-0.000743,0.000328,0.000623,0.001833,0.000014,0.00074,0.002281,0.000604,-0.000012,-0.000993,0.001491,0.000648,0.002727
451,-0.000573,-0.000036,0.000364,0.00117,-0.00028,0.000544,0.002472,-0.000234,0.000271,-0.000846,0.001555,0.000448,0.003149
450.5,-0.000392,0.000838,-0.000032,0.00138,0.0001,0.000461,0.00231,0.000786,-0.000019,-0.001159,0.001763,0.000464,0.002738
450,-0.000669,-0.000162,-0.000203,0.001166,-0.000491,0.000385,0.001468,0.000854,0.000136,-0.000361,0.000867,0.000768,0.00236
449.5,-0.000208,0.000532,0.000125,0.001331,-0.000048,0.000499,0.001933,0.000627,-0.000367,-0.000701,0.000929,-0.000122,0.00206
449,-0.000015,0.000357,0.000454,0.001903,0.000772,0.000093,0.001675,0.000862,0.000467,-0.000413,0.000854,-0.000228,0.001959
448.5,0.000158,0.0003,0.000601,0.002063,0.000314,0.000748,0.002274,0.000512,0.000115,-0.000882,0.001554,0.000766,0.002722
448,0.000062,0.000741,0.000411,0.001903,0.000296,0.000694,0.00215,0.000866,0.000208,-0.000334,0.001484,0.000756,0.003048
447.5,-0.000161,0.00032,0.00004,0.001352,-0.000044,0.000325,0.002269,0.000338,0.000746,-0.000729,0.001128,0.000382,0.002302
447,0.00039,0.000962,0.000846,0.001884,0.000074,0.000288,0.001726,0.001008,0.000136,-0.000804,0.000753,0.000354,0.002396
446.5,0.000196,0.000161,0.000366,0.00153,0.000085,0.000301,0.002381,0.00129,-0.000093,-0.000837,0.001279,0.000558,0.002882
446,-0.000367,0.000477,0.000646,0.001548,0.000326,0.000499,0.002325,0.000589,-0.000142,-0.000175,0.00106,0.000694,0.002823
445.5,0.000098,0.000245,0.000193,0.001796,-0.000267,0.00058,0.002901,0.00033,0.000314,-0.000293,0.0018,0.000328,0.002967
445,0.000038,0.000364,-0.000206,0.002111,0.00068,0.000871,0.002243,0.000335,0.000187,-0.000473,0.001025,0.000292,0.002751
444.5,0.000104,0.000598,0.000477,0.001675,0.000396,0.000556,0.001791,0.000833,-0.000198,-0.001182,0.001062,-0.000065,0.002817
444,0.000635,0.000726,0.000533,0.001721,0.000195,0.000756,0.001742,-0.000231,0.000534,-0.000254,0.001912,0.000347,0.002755
443.5,0.000154,0.000877,0.000583,0.002293,0.000601,-0.000198,0.001501,0.000382,0.000218,-0.000861,0.001522,0.00065,0.002845
443,0.000147,0.000302,0.000289,0.001023,-0.000294,0.000257,0.002089,0.000545,0.000087,-0.000928,0.001982,0.00088,0.003
442.5,0.000506,0.000598,0.000158,0.001752,0.000263,0.000568,0.002326,0.000655,0.000377,-0.000638,0.001654,0.000526,0.00289
442,-0.000478,0.000148,0.000262,0.001803,-0.000669,0.000719,0.002343,0.000407,-0.00013,-0.001106,0.001569,0.000541,0.002309
441.5,-0.00031,0.000626,0.000047,0.002111,0.000503,0.000133,0.001974,0.000784,-0.000134,-0.001324,0.001883,0.000923,0.002734
441,-0.000396,0.000242,0.000208,0.001596,0.000195,0.000777,0.002194,0.000537,-0.000571,-0.001126,0.001185,0.000727,0.002604
440.5,0.000296,0.000481,0.000595,0.001721,-0.000155,0.000743,0.002224,0.000463,0.000061,-0.000871,0.001641,0.000808,0.002948
440,0.00044,0.000884,0.000293,0.001432,0.000118,0.000503,0.002278,-0.00005,0.000387,-0.000141,0.001803,0.000196,0.002314
439.5,0.000067,0.000604,-0.000107,0.001868,-0.000017,0.000516,0.001581,-0.000001,0.000228,-0.000383,0.001165,0.000004,0.002922
439,0.000001,0.000823,0.00055,0.0018,-0.000046,0.000451,0.002444,0.000744,0.000475,-0.000825,0.000904,-0.000196,0.003005
438.5,-0.000273,0.000366,0.000179,0.001093,-0.000064,0.001041,0.002231,0.000957,0.000199,-0.000972,0.001484,0.000561,0.003034
438,-0.000202,0.000816,0.000383,0.001646,-0.000163,0.000985,0.002622,0.001117,0.000045,-0.000833,0.001693,0.000567,0.002783
437.5,0.000022,0.000844,0.000587,0.002155,0.000204,0.000894,0.002279,0.000212,-0.000123,-0.001003,0.001814,0.000494,0.002577
437,-0.00037,0.000248,-0.000005,0.002139,0.000218,0.000372,0.002305,0.001051,0.000515,-0.001068,0.001415,0.001034,0.003266
436.5,0.0001,0.000917,0.000852,0.002306,0.000496,0.000268,0.002119,0.000677,0.001177,-0.000576,0.001309,0.000232,0.002672
436,0.000046,0.001083,0.000293,0.001599,-0.000214,0.000077,0.002273,0.000303,-0.000344,-0.000968,0.001354,0.000287,0.002757
435.5,-0.000124,0.000614,0.000571,0.001492,0.000186,0.000154,0.002212,0.000943,0.000513,-0.000318,0.001025,-0.000111,0.002549
435,-0.000054,0.000917,0.000857,0.001988,0.000612,0.000841,0.00246,-0.000219,-0.00056,-0.001429,0.002421,0.000772,0.003371
434.5,-0.000332,0.000647,-0.000287,0.001514,0.000298,0.000557,0.002448,0.000827,-0.000173,-0.001034,0.000806,0.000019,0.002347
434,-0.000132,0.000327,-0.00013,0.001395,0.000119,0.000024,0.002529,0.001336,0.000361,-0.000751,0.001391,0.000426,0.002774
433.5,-0.000773,0.000481,0.000165,0.001749,0.00021,0.000115,0.001844,0.001272,0.000169,-0.000403,0.001255,-0.00005,0.002611
433,0.00042,0.000511,0.000821,0.001394,0.000532,0.000229,0.001744,0.000388,0.000122,-0.000919,0.000935,0.000369,0.003151
432.5,0.00014,0.000933,0.000405,0.001455,-0.000241,0.000833,0.00214,0.000353,0.000713,-0.00066,0.001096,0.000487,0.002644
432,0.000291,0.000952,0.000786,0.002005,0.000557,0.000259,0.001499,0.000173,-0.000803,-0.001155,0.00138,-0.000099,0.002762
431.5,0.000111,0.000467,0.000427,0.001539,0.000018,0.00015,0.001586,0.000776,-0.000475,-0.00087,0.000848,0.000399,0.002473
431,-0.000284,0.000542,0.000436,0.001501,0.000311,0.000827,0.002431,0.000868,0.00031,-0.000974,0.00133,-0.000268,0.002206
430.5,0.000086,0.000559,0.000456,0.00171,0.000124,0.000357,0.002429,0.000555,0.000178,-0.000277,0.001371,0.000563,0.003627
430,-0.000501,0.000229,0.000478,0.002095,0.000498,0.000206,0.002606,0.000171,-0.000054,-0.000497,0.001619,0.000432,0.002701
429.5,0.000243,0.000353,-0.000094,0.001812,0.000462,0.000593,0.002228,0.000137,0.000017,-0.000177,0.001744,0.000409,0.003317
429,-0.00057,0.000128,-0.000055,0.002178,0.000134,0.000238,0.002102,0.000607,0.000099,-0.001044,0.001223,0.000251,0.0026
428.5,-0.00017,-0.000114,-0.000415,0.001787,0.000089,0.000406,0.002203,0.000055,-0.000009,-0.000885,0.00129,0.000464,0.00243
428,-0.000177,-0.000323,0.000202,0.001559,0.000245,0.000801,0.00263,0.000983,0.000563,0.000182,0.001936,0.000917,0.0032
427.5,0.000146,0.000514,0.00017,0.001089,-0.000335,0.000296,0.002327,0.000516,-0.00022,-0.000968,0.000663,0.000047,0.002734
427,-0.000197,-0.000132,-0.000344,0.001393,0.000294,0.001074,0.002839,0.000935,-0.000536,-0.000814,0.00141,0.000182,0.002658
426.5,0.000128,0.00051,0.000442,0.001785,0.000672,0.00061,0.002528,0.0005,0.000322,-0.000852,0.001785,0.000749,0.003371
426,0.000111,0.000866,0.0001,0.001721,0,0.000372,0.002398,0.000395,0,-0.001008,0.00151,0.000203,0.003093
425.5,0.000615,0.000951,0.000695,0.001274,-0.00023,0.000732,0.002745,0.000475,0.000199,-0.000792,0.001626,0.000461,0.00284
425,-0.000162,0.000632,0.000139,0.001964,0.000329,0.000732,0.002743,0.000938,0.000228,-0.000972,0.001744,0.000905,0.003074
424.5,-0.000069,-0.000248,0.000123,0.00221,0.000344,0.000941,0.002588,0.00011,0.000226,-0.000567,0.001351,0.000634,0.003058
424,-0.000162,0.000379,0.000027,0.002429,0.000472,0.00072,0.002497,0.000118,0.00022,-0.000747,0.00129,0.000258,0.003058
423.5,-0.000131,0.000373,0.000124,0.002062,0.000522,0.000849,0.002955,0.000282,0.000376,-0.000702,0.00166,0.000951,0.003003
423,0.000039,0.001032,0.000495,0.001931,0.000217,0.000669,0.002306,0.000965,0.000266,-0.000581,0.001735,0.000405,0.002566
422.5,0.000198,0.001169,0.000398,0.002607,0.000648,0.000513,0.002472,0.000501,0.000357,-0.000377,0.001223,0.000826,0.002662
422,-0.000039,0.000745,0.000326,0.001696,0.000238,0.00089,0.002548,0.000241,0.000118,-0.000566,0.001498,0.000813,0.003081
421.5,-0.000373,0.000333,0.000133,0.001959,0.00057,0.000672,0.002201,0.000374,0.000332,-0.000256,0.001655,0.000719,0.002715
421,0.000122,0.000638,0.00049,0.001669,0.000344,0.00099,0.002509,0.00078,0.000206,-0.00065,0.001198,-0.000001,0.00287
420.5,-0.000068,0.00072,0.000464,0.001684,0.000567,0.000501,0.002131,0.000462,0.000253,-0.000167,0.001968,0.00037,0.003381
420,-0.000299,0.00087,0.000593,0.001785,0.000075,0.000865,0.002383,0.000772,-0.000478,-0.000505,0.001525,0.000545,0.003314
419.5,0.000819,0.000781,0.000922,0.001849,0.00037,0.000799,0.00261,0.000385,0.000089,-0.000776,0.001609,0.000445,0.003256
419,-0.000313,0.00053,0.000502,0.001741,-0.000303,0.000598,0.002194,0.000872,-0.00019,-0.000475,0.001592,0.000593,0.003041
418.5,-0.000024,0.000239,0.000425,0.001597,-0.000286,0.001029,0.002106,0.000454,0.000066,-0.001323,0.000581,-0.000623,0.002492
418,0.000065,0.000614,0.00064,0.002029,0.000239,0.000425,0.002095,0.00095,0.001067,-0.000035,0.001357,0.00044,0.003551
417.5,-0.000308,-0.000049,-0.000407,0.001561,0.000276,0.0007,0.00296,0.000725,-0.000095,-0.001163,0.001216,-0.00011,0.002596
417,0.000046,0.000946,0.000296,0.002083,0.000899,0.00103,0.001845,0.000446,-0.00084,-0.0009,0.001514,0.000515,0.003052
416.5,0.000278,0.001406,0.001345,0.002381,0.000064,0.000707,0.003065,0.000227,-0.000022,-0.000573,0.001484,0.000264,0.003434
416,0.000289,0.001194,0.000963,0.001483,0.000208,0.000957,0.00233,0.000918,0.000338,-0.000618,0.000894,0.000212,0.002242
