Wavelength (nm),Blank1,F532,F533,F526,F527,F538,F539,F534,F535,F540,F541,F528,F529,F610,F611,F536,F537,F554,F555,F556,F557
795,0.005363,0.002371,-0.002705,0.001048,-0.001103,-0.001675,-0.003512,0.002403,-0.000891,-0.001064,-0.001013,-0.003706,0.003242,0.002274,0.001889,0.003684,0.000335,-0.002206,-0.001602,0.003494,0.02703
794.5,0.000228,0.000146,-0.004246,0.002618,0.004022,0.001558,-0.000622,-0.001889,0.002299,-0.006104,-0.005501,0.005618,0.007142,-0.001012,-0.002855,0.002729,-0.001373,-0.004215,0.00055,-0.000477,0.029861
794,-0.002211,-0.004575,-0.006597,0.002593,0.003769,-0.002957,-0.001732,0.002498,-0.000809,-0.003207,0.000024,-0.001253,0.000426,-0.002127,-0.000518,-0.001729,-0.00482,-0.002696,-0.001055,0.004181,0.029438
793.5,-0.00034,0.001489,-0.003712,-0.000736,0.003239,-0.003469,-0.005064,0.000037,0.0027,-0.006623,-0.002067,0.000131,0.004345,0.00093,0.002932,-0.0022,-0.002673,-0.001059,0.001117,-0.002072,0.026785
793,0.000001,-0.001238,-0.003209,0.001417,0.003322,0.004095,0.002141,0.004741,-0.001985,-0.000229,-0.0009,0.002671,0.003812,-0.00402,-0.000686,0.000925,-0.001272,0.000645,0.000897,-0.004361,0.023092
792.5,-0.000186,0.000974,-0.004049,0.001174,0.002318,0.001093,0.00113,0.00228,-0.00216,-0.003654,0.00013,-0.002024,0.00474,-0.004223,-0.001564,0.000265,0.001226,-0.002244,-0.004293,-0.000213,0.026375
792,-0.002099,-0.001056,-0.005155,-0.003904,0.002628,0.003104,0.000203,-0.000305,0.000796,-0.002668,0.000111,0.000445,0.002053,-0.001056,-0.00227,-0.000122,0.003326,-0.00087,0.000852,0.002584,0.028857
791.5,-0.005839,-0.003715,-0.006369,0.001769,0.002059,0.001534,-0.002258,-0.000988,-0.002534,-0.001201,-0.000953,-0.004442,0.000036,0.000742,-0.000872,0.003646,0.002292,0.001215,0.003712,-0.002573,0.023815
791,-0.002768,-0.003104,-0.00512,0.000353,0.001228,0.001479,0.00192,0.002825,0.003157,-0.000928,0.000309,-0.004136,-0.000885,-0.000706,0.000122,0.001247,0.001952,-0.000652,-0.001304,0.003219,0.028579
790.5,-0.000742,-0.000755,-0.00456,0.00118,0.005509,0.00202,-0.000839,0.000292,-0.002926,-0.00156,0.003256,-0.000203,0.002628,0.001099,-0.001233,-0.001135,-0.006645,-0.000836,-0.000455,0.000234,0.028762
790,0.001445,0.001887,-0.004133,0.002467,0.003085,0.000419,-0.001593,0.001811,0.002647,-0.001824,0.002034,0.000793,0.002085,-0.002782,-0.002332,-0.000666,-0.002845,-0.00375,0.001161,-0.002354,0.028952
789.5,0.005713,0.001907,0.00016,-0.000485,-0.000312,0.002306,0.002678,-0.002813,-0.003918,0.000691,0.002072,0.002735,0.005131,0.000364,-0.000518,-0.001695,-0.001347,-0.003401,-0.001671,0.001518,0.025851
789,0.000247,-0.000605,-0.003336,0.002097,-0.000379,-0.000472,-0.00312,0.002193,0.002536,-0.004955,-0.000459,-0.001833,0.003382,0.002555,0.000145,0.0001,-0.000386,-0.002803,-0.005374,-0.000122,0.027864
788.5,0.000842,-0.000699,-0.003371,-0.000431,0.000881,0.001463,0.001222,0.000113,-0.000135,-0.004551,-0.00391,0.000183,0.005331,0.000164,-0.005765,-0.001975,0.000433,-0.000272,-0.001406,-0.002029,0.028468
788,0.001241,0.002182,-0.001269,0.000762,0.002225,0.000693,-0.002021,-0.000556,0.000619,-0.000652,-0.000216,0.000723,0.005472,-0.003194,-0.000827,-0.000179,-0.001456,0.000288,0.001519,0.001406,0.030424
787.5,-0.00424,-0.001759,-0.004784,-0.001738,0.001947,-0.001062,-0.003254,-0.002146,-0.006059,-0.000227,-0.00379,0.001269,0.001918,0.003296,-0.002473,0.001912,0.002426,-0.001417,0.000781,-0.000374,0.029093
787,0.002566,0.001375,-0.000177,-0.001524,-0.001184,0.003276,0.000267,0.000757,0.000946,-0.001108,0.002179,-0.001748,0.002404,0.004288,0.001737,0.003711,0.000613,-0.000278,-0.001419,0.000637,0.028441
786.5,0.001929,0.002033,-0.003267,0.002389,0.004243,0.000822,-0.001657,-0.000344,-0.000661,0.002113,-0.000134,-0.00254,0.002483,0.002315,0.001894,-0.003085,0.002516,-0.003184,0.003025,0.000046,0.029148
786,0.001913,0.001737,-0.003832,0.004122,0.004037,0.002429,0.003772,0.001012,-0.001098,-0.000708,0.001415,-0.002412,0.001734,-0.006115,-0.008399,0.003292,0.003059,-0.003179,-0.00414,0.000149,0.029523
785.5,-0.00227,0.000357,-0.004254,-0.000026,0.001983,0.004252,0.000138,-0.001128,-0.002285,0.003085,0.002315,0.000673,0.003216,-0.002675,-0.002675,-0.000287,-0.000626,0.001341,0.000208,0.000976,0.028195
785,-0.003504,-0.001214,-0.004871,-0.000896,0.000049,0.001932,0.005167,0.002343,-0.000402,-0.001623,0.002479,0.001228,0.00602,-0.001389,-0.00608,-0.002056,0.001707,-0.00007,-0.000602,-0.000567,0.028304
784.5,-0.001456,0.000521,-0.002367,0.000065,-0.002596,0.003164,0.004475,0.004324,0.001886,0.00415,0.006616,-0.005891,0.000607,0.000989,-0.001683,0.003683,0.002945,-0.002335,-0.000906,0.003514,0.026022
784,-0.000883,-0.00289,-0.002842,-0.000552,-0.000412,-0.001876,-0.002284,-0.000159,-0.003427,-0.000166,-0.001241,-0.000628,0.003952,-0.000578,-0.00116,0.004534,0.002401,0.000368,0.001253,-0.004058,0.028504
783.5,0.002226,0.000917,-0.002289,-0.000873,-0.000135,0.000143,0.000913,0.001721,-0.002013,-0.000993,-0.003247,0.001676,0.003759,0.001237,-0.002678,-0.000114,0.001132,0.00412,0.003496,0.005121,0.030697
783,0.000496,-0.001174,-0.004851,-0.00172,-0.002491,0.003008,0.001593,0.000623,-0.003115,0.003571,0.000436,0.000995,0.004519,-0.001468,-0.000831,-0.002594,-0.001315,-0.000668,-0.001701,-0.001724,0.026716
782.5,0.002906,0.000916,-0.003071,-0.000524,0.004381,-0.002369,-0.003388,-0.001242,0.000972,0.001011,0.001232,-0.004095,0.002334,-0.003914,-0.003684,0.002702,0.007037,-0.001356,0.002698,-0.000393,0.026261
782,0.00337,0.002059,-0.002687,-0.005661,-0.00407,0.001819,0.005369,0.002479,-0.000234,-0.001119,-0.001179,-0.001892,0.00521,-0.000291,-0.002865,0.000151,0.001335,0.001101,0.000616,-0.003949,0.026343
781.5,-0.002466,-0.001166,-0.001444,-0.000458,-0.001105,0.006246,0.001219,0.001579,0.001379,0.000983,0.001032,0.000373,0.005001,-0.001294,0.000622,-0.002278,0.000105,-0.001753,-0.000733,-0.004557,0.023408
781,-0.00227,-0.001826,-0.007553,-0.001448,-0.001091,0.003473,0.000702,0.003227,0.004577,-0.001461,0.001483,-0.00094,0.004107,0.003595,-0.00003,0.004212,0.002657,-0.004512,-0.004943,0.000015,0.024
780.5,-0.002855,-0.00098,-0.002638,-0.003966,-0.001375,0.001859,0.000347,0.002606,-0.001015,-0.001265,-0.002566,-0.006924,0.001042,-0.001499,-0.002883,0.000639,-0.001642,-0.001936,-0.00204,-0.001099,0.028962
780,0.00499,0.000137,0.000369,-0.002739,0.001287,-0.000441,-0.002387,0.00181,0.001928,0.000677,-0.00092,-0.000101,-0.002004,0.003311,0.002275,0.004479,0.000009,-0.001279,-0.000271,0.000277,0.030122
779.5,-0.000378,-0.000286,-0.004538,-0.001876,-0.001398,0.001721,0.002968,-0.001543,-0.001096,0.002875,0.001681,-0.001536,0.005143,-0.003153,-0.0049,0.005285,0.005061,0.000604,-0.001747,-0.001886,0.028242
779,0.000942,0.000133,-0.003361,0.004491,0.005298,0.000963,-0.000873,0.005688,0.001886,-0.001203,0.001192,-0.000568,0.001016,-0.000822,-0.002358,0.00149,-0.001026,-0.004899,-0.002961,-0.000736,0.02681
778.5,0.000702,0.000249,-0.001487,-0.000871,0.000901,0.0057,0.000879,-0.001593,-0.000109,0.000228,0.000417,-0.004258,-0.000072,-0.000753,0.002185,0.002829,0.001939,-0.002512,-0.003151,0.000799,0.027362
778,-0.000407,0.00265,-0.003987,-0.000282,-0.000725,0.004335,-0.002051,-0.00085,-0.002004,0.000379,-0.000953,-0.001032,0.004841,0.000106,-0.002403,0.000015,0.001168,-0.004508,-0.003971,-0.000082,0.028169
777.5,0.00368,0.003146,-0.002276,0.000983,0.001091,0.001366,0.002846,-0.002405,0.000895,-0.003229,-0.002463,-0.001863,0.005411,0.000133,-0.001382,0.002456,0.00424,0.00069,0.001021,-0.001696,0.024196
777,0.00257,0.004733,0.000949,0.002193,0.004237,0.000594,-0.000111,-0.002893,-0.001647,-0.000125,0.000409,-0.001243,-0.000783,0.001227,0.002957,0.001515,-0.001053,0.000406,-0.003318,0.003509,0.030018
776.5,-0.001972,0.001168,-0.002956,-0.0011,0.002736,0.001912,0.004903,-0.002323,-0.00004,0.001256,-0.00053,-0.000332,0.001967,-0.001766,0.000455,0.001306,-0.00269,0.000347,-0.00044,0.002336,0.029026
776,-0.00047,-0.000001,-0.000632,0.005458,0.002223,0.00145,0.002664,-0.000176,0.000472,-0.002013,-0.003426,-0.001227,0.000004,-0.00313,-0.004366,0.000591,0.000892,-0.002775,0.000371,0.002496,0.030784
775.5,-0.004393,-0.001837,-0.006273,0.000156,-0.000149,0.00022,-0.000712,-0.001642,-0.001606,0.002619,0.005498,0.00267,0.005863,-0.001494,-0.001572,0.002245,0.000314,-0.006078,-0.002006,-0.00145,0.027387
775,0.000144,0.000295,-0.004136,0.001381,-0.000972,0.000329,0.000139,0.000369,0.000294,-0.001178,-0.000521,0.001718,0.004726,0.001273,-0.000235,0.001808,0.003335,0.003857,0.002747,-0.004514,0.023363
774.5,0.001067,0.002211,-0.002705,-0.003559,-0.001379,-0.003163,-0.002585,-0.002763,0.000424,-0.001784,-0.001468,-0.000656,0.004003,-0.002395,0.000172,0.003211,0.003219,-0.001255,0.004032,-0.000763,0.025548
774,-0.004101,0.000514,-0.002447,0.000795,0.005358,-0.000025,-0.000028,0.000125,-0.001782,-0.00134,0.000701,0.000069,0.005731,-0.001725,-0.007134,0.006213,0.0038,0.000038,-0.000797,0.000261,0.025722
773.5,0.002734,-0.003038,-0.003068,-0.000289,0.00396,-0.003794,-0.004713,-0.000761,-0.003845,-0.004546,0.000327,-0.001609,0.001281,0.000533,0.000858,0.001618,0.001144,-0.000695,0.000436,-0.000415,0.028549
773,-0.002235,0.001071,-0.004149,-0.000719,-0.001354,-0.000607,-0.000669,0.003663,-0.000765,0.000713,0.003897,-0.004085,-0.004075,0.002544,-0.002798,0.001865,0.003051,0.000461,-0.000415,-0.001731,0.028752
772.5,0.001861,-0.000704,-0.000531,-0.003955,-0.004484,-0.002009,-0.00317,-0.002653,-0.000742,-0.001539,0.003868,-0.001607,0.001547,-0.000193,-0.003351,-0.001958,-0.000187,-0.001467,-0.001019,0.00116,0.027588
772,-0.003725,-0.000875,-0.005878,-0.003536,-0.000049,-0.000266,-0.001756,0.001213,-0.000217,-0.002099,-0.001793,-0.002435,0.005065,0.001586,-0.002407,0.00125,-0.002421,-0.000094,0.004419,0.000708,0.030408
771.5,-0.004788,-0.001846,-0.003038,-0.000398,0.000339,0.001149,-0.000124,0.002723,0.001636,0.000265,-0.001134,0.00179,0.00296,0.000506,0.00023,0.003499,-0.00013,-0.00108,0.00085,-0.000598,0.028577
771,-0.000791,-0.001999,-0.004374,-0.002006,-0.001338,-0.000384,0.00179,-0.004565,-0.002554,-0.00005,0.00117,-0.001344,0.004395,-0.000856,-0.003228,0.00098,0.004904,0.001852,0.00256,0.001157,0.026957
770.5,-0.001464,-0.002259,-0.003373,-0.001208,0.003467,0.001203,0.001063,-0.001605,-0.001929,-0.000332,-0.000624,-0.001006,0.002413,-0.002615,-0.004365,0.002351,0.002542,0.000247,0.002936,-0.004004,0.023847
770,-0.001906,0.000687,-0.0025,-0.00077,0.002164,-0.000077,-0.002098,-0.001652,-0.001728,0.000314,0.001103,-0.001108,0.002456,0.002661,0.000394,0.001245,-0.003205,0.001335,-0.000291,-0.000953,0.029463
769.5,0.002673,0.002058,-0.002475,-0.003513,-0.000707,0.00199,0.000365,0.003038,0.001175,-0.001338,-0.000418,-0.002582,-0.000794,-0.000189,0.000777,0.001713,0.00349,0.000201,-0.000919,0.000957,0.029372
769,-0.001422,-0.002136,-0.006856,0.002706,0.001219,0.002262,0.002776,-0.001164,-0.000966,-0.00212,0.00255,-0.005695,-0.004831,-0.002198,-0.001685,-0.00047,-0.003263,-0.000476,0.003204,0.004351,0.028929
768.5,-0.000612,-0.002026,-0.00476,0.000933,0.000497,0.001497,-0.002114,0.001352,0.001516,-0.000472,-0.001661,-0.003098,0.00346,-0.000485,0.000392,0.000092,-0.000216,0.001932,0.00121,0.002787,0.027095
768,0.001265,-0.001747,-0.002061,0.001135,0.000435,-0.000382,-0.002362,0.00383,0.003539,0.00085,0.002106,-0.0021,0.001664,-0.001432,-0.003026,0.002169,0.000075,-0.00209,-0.001777,-0.001456,0.027169
767.5,0.000592,-0.001304,-0.003924,-0.000746,0.001047,-0.000848,-0.001584,0.002418,0.000116,0.000144,0.00456,-0.004001,0.003937,-0.000286,-0.000871,0.000592,0.000946,0.00198,0.002059,-0.000736,0.025689
767,0.000624,-0.00123,-0.00187,-0.001449,-0.001597,0.001121,-0.001953,0.005299,0.001087,0.000282,-0.001571,-0.001737,0.004026,-0.001943,-0.004789,0.000038,0.001064,-0.00319,-0.001273,-0.000684,0.027413
766.5,0.00084,0.000577,-0.001453,-0.000032,0.000067,0.001551,-0.001144,0.000129,0.000555,-0.001472,-0.003319,-0.002486,0.002247,-0.00361,-0.00229,0.003191,0.002569,-0.002525,-0.001934,0.003254,0.026377
766,0.002425,0.001511,-0.001927,0.000503,0.000158,-0.001599,-0.00328,0.001152,0.001608,0.000964,0.000977,-0.003208,-0.000833,0.003361,0.002304,-0.001605,-0.001847,0.000328,0.000808,0.002491,0.030689
765.5,0.000559,-0.000159,-0.00383,-0.000671,0.000596,-0.000779,0.000877,0.001785,0.001619,-0.000102,-0.001608,-0.000663,0.002868,-0.000587,-0.002733,0.003222,0.002556,0.00171,0.002737,0.001099,0.028576
765,-0.001693,0.000642,-0.005683,-0.00236,-0.000091,-0.000633,-0.00003,0.000379,0.000833,0.001389,0.001523,0.00104,0.005344,0.000113,-0.000956,-0.000292,-0.00123,0.001009,-0.000106,-0.001536,0.026326
764.5,-0.000387,-0.00049,-0.001004,-0.001179,0.000632,-0.001214,-0.002038,-0.000307,-0.00166,0.000854,0.001953,-0.000009,0.004368,0.000974,-0.000423,-0.001832,-0.000999,0.001715,0.000799,-0.001933,0.02702
764,-0.002603,-0.003448,-0.004968,0.001439,-0.000189,-0.000201,-0.000671,0.002702,0.003006,0.001369,0.000253,-0.000486,0.003929,0.000161,-0.001475,-0.000395,0.001244,-0.00029,-0.00068,0.000128,0.027937
763.5,-0.000923,0.000196,-0.002757,-0.00131,0.001545,-0.000165,-0.001022,0.000214,0.000691,0.001435,0.001852,0.000612,0.003072,-0.002023,-0.003906,0.001026,-0.000732,-0.000318,-0.001814,0.000698,0.026619
763,0.000696,0.00052,-0.002317,-0.00209,0.001598,0.000776,0.000367,-0.00275,0.000118,0,0.000915,-0.00058,0.00025,-0.000103,-0.003882,0.00107,0.001734,0.000414,0.000985,0.001327,0.027385
762.5,-0.003964,-0.002665,-0.004332,-0.002207,0.001917,0.000093,-0.001339,0.002591,-0.000662,-0.001174,0.000742,0.000017,0.003483,-0.002184,-0.004229,0.000345,-0.000631,-0.001916,-0.000628,0.001765,0.032808
762,0.001829,0.001022,-0.000636,0.000617,-0.001112,0.001698,0.000563,0.004419,0.001831,0.000264,0.004585,0.000355,0.001997,0.000881,0.00277,-0.000531,0.000403,-0.001163,-0.001345,-0.000025,0.028917
761.5,-0.001617,-0.001664,-0.004407,-0.000801,0.001311,-0.000024,0.000418,-0.001362,-0.002024,-0.000676,-0.003112,0.002002,0.005971,0.000258,-0.002507,0.000423,0.002205,-0.004266,-0.000887,0.000723,0.029041
761,0.000853,0.002316,-0.002518,-0.001601,-0.000099,0.001669,0.001215,-0.002189,-0.003494,-0.00215,-0.001694,-0.004897,0.002873,-0.003449,-0.001255,0.002142,0.000982,0.001086,0.002063,0.001086,0.028769
760.5,-0.000192,-0.000747,-0.004208,-0.001042,-0.001187,0.000326,-0.000619,-0.00086,0.000638,-0.001347,0.001373,-0.000896,0.005882,-0.001906,-0.003005,0.000405,0.000567,-0.00176,0.000964,0.000364,0.02878
760,-0.00079,0.000614,-0.004227,0.00278,0.000395,0.001028,0.00021,0.002639,0.00223,0.001366,0.001496,0.000115,0.003156,-0.001142,-0.002233,0.00245,0.000253,0.000647,-0.000422,-0.001458,0.026889
759.5,-0.000092,-0.000162,-0.002131,-0.002501,-0.002478,0.001485,0.000576,-0.000071,-0.001851,0.000205,-0.000163,-0.004042,0.000948,-0.003982,-0.004565,0.002651,0.001829,-0.002035,0.000614,0.001139,0.027117
759,-0.000807,-0.000718,-0.005618,0.002144,0.000161,0.00275,-0.000643,0.003001,0.002737,0.003024,0.0043,-0.001554,0.001873,-0.003127,-0.002835,0.001629,-0.00088,-0.000968,0.002742,0.001235,0.027415
758.5,0.000193,0.002547,-0.003045,0.002143,0.000505,-0.000057,-0.001913,0.000829,-0.000987,-0.00502,-0.000858,0.000373,0.003172,0.00052,-0.000604,-0.000057,0.001628,-0.000779,-0.001768,-0.0007,0.02734
758,0.000219,-0.002454,-0.005993,0.001811,0.001865,-0.001007,-0.001556,0.000221,-0.002085,0.002118,0.000796,-0.001565,-0.000323,-0.001111,-0.004362,0.003346,0.002855,-0.001386,-0.000292,0.000239,0.027755
757.5,0.001861,0.001104,-0.00222,-0.001438,0.002526,0.002745,0.001561,0.002254,0.004631,0.002294,0.001555,-0.005443,0.001498,-0.001143,-0.002704,0.002348,0.002417,-0.001169,0.001338,-0.001779,0.027666
757,0.000669,-0.001982,-0.002599,-0.000394,-0.000849,0.001093,-0.000234,-0.000969,0.000224,-0.001677,0.001025,-0.00006,0.005548,-0.000928,-0.003084,0.001076,-0.000241,-0.002844,-0.001436,0.001316,0.029154
756.5,-0.000466,0.001835,-0.003907,-0.000981,0.000901,-0.000856,-0.001572,0.002647,0.001718,-0.001241,0.001882,-0.003158,0.000058,0.000718,0.000571,0.002822,0.000728,-0.001667,-0.000668,0.000566,0.026047
756,-0.000643,0.000198,-0.003202,0.001708,0.000502,0.001022,0.00165,0.000525,0.002618,0.000593,0.000737,-0.002051,0.00468,0.000228,0.000159,-0.001149,-0.000776,-0.002033,-0.001292,-0.00048,0.028543
755.5,-0.001075,0.000668,-0.001182,-0.000597,-0.001758,0.002299,0.002566,0.002263,0.000571,-0.001134,-0.001465,-0.002075,0.007269,-0.000528,-0.001059,0.002921,0.00402,0.000929,-0.002042,-0.001499,0.023566
755,0.000768,-0.000189,-0.003609,0.000057,0.000834,-0.001765,-0.000699,0.002452,0.000255,-0.001972,-0.001643,-0.001898,0.002053,0.000085,-0.000303,0.000861,0.000466,-0.002155,-0.000592,-0.002365,0.024837
754.5,0.001295,-0.00035,-0.003657,0.002261,0.00269,0.003656,0.000496,0.001135,0.001275,0.001578,0.000906,-0.001096,0.003466,0.002308,-0.001897,0.003239,0.001722,-0.001025,-0.001225,0.002307,0.031647
754,0.001167,0.001814,-0.003647,0.001822,-0.000627,0.001675,0.002443,0.000338,-0.000503,-0.001547,-0.002271,0.000041,0.004581,0.000377,-0.002118,0.001265,0.000528,-0.002543,0.001113,0.002249,0.0317
753.5,0.000945,-0.00137,-0.004666,0.000673,0.001259,-0.000364,-0.002447,0.000148,-0.000217,0.000408,0.001519,-0.000435,0.004238,0.000703,-0.000502,0.001047,-0.00031,0.000416,0.001847,0.001667,0.031271
753,-0.001685,0.003494,-0.002709,0.000371,-0.000257,-0.004625,-0.001002,-0.001524,-0.001585,-0.000801,-0.000094,-0.000601,0.001553,-0.001575,-0.000086,0.000956,0.001282,0.001224,0.001924,-0.000332,0.028253
752.5,0.000834,0.001028,-0.003708,-0.001101,0.001574,-0.001048,-0.00244,0.00145,0.002945,-0.000741,0.00124,-0.003231,0.00222,0.001579,-0.001669,0.002289,0.001563,-0.001919,0.001868,-0.001086,0.030581
752,0.001991,0.002479,-0.000076,0.000005,-0.000289,0.000578,-0.000771,0.001655,0.000153,0.000959,-0.001658,0.000986,0.002095,-0.002456,-0.003833,0.001171,0.001154,-0.002305,0.000292,0.001698,0.029402
751.5,-0.000871,-0.001681,-0.005715,0.000541,0.002598,-0.002252,-0.003321,0.002227,0.000135,0.00018,0.001058,0.000383,0.002378,-0.002729,0.00018,0.003188,0.001131,0.000179,0.00015,0.000291,0.025151
751,-0.000464,0.000986,-0.004778,-0.000124,-0.001121,0.000316,-0.001235,0.001075,-0.000446,0.002455,0.004266,0.00079,0.002762,-0.00218,-0.003115,0.002986,0.000687,-0.001017,0.003257,-0.001248,0.027372
750.5,-0.002121,-0.002279,-0.002035,0.001502,0.001188,0.000615,-0.000264,0.001694,0.000537,-0.001283,-0.000261,0.001133,0.004667,0.001236,-0.001093,0.000598,0.000129,-0.000384,0.001031,-0.00041,0.027412
750,0.000567,-0.000516,-0.004655,0.00107,0.003222,-0.000345,-0.000123,-0.002336,-0.000862,-0.002398,0.00113,0.002303,0.004784,0.001299,0.000071,0.001542,0.002271,-0.000912,0.00128,0.005461,0.031014
749.5,-0.002132,-0.002398,-0.006043,-0.000928,-0.000645,0.000556,-0.000379,0.000369,-0.002066,-0.004014,-0.001622,-0.00272,0.000094,-0.000135,-0.004336,0.000676,0.002901,-0.000094,0.000524,0.000239,0.026763
749,0.000181,0.001085,-0.002576,-0.001594,0.000464,-0.000757,-0.000596,0.000532,0.000544,-0.002455,-0.001277,0.000295,0.004459,0.003409,-0.002093,-0.000953,-0.001545,0.00017,0.002096,-0.001335,0.026794
748.5,0.001782,-0.00127,-0.005215,-0.000588,0.002637,-0.000479,0.001085,0.000247,0.000602,0.002301,0.002739,-0.001266,0.001904,0.000049,-0.003882,0.000027,0.001885,0.000292,0.001439,0.002799,0.026096
748,0.00007,-0.000813,-0.004317,-0.001658,-0.000954,0.001464,0.000318,0.000754,0.000799,-0.000697,0.001276,0.000812,0.004558,-0.002453,-0.002964,0.000712,-0.000671,0.001503,0.004159,-0.001177,0.025664
747.5,0.001493,-0.00092,-0.002589,-0.002841,-0.001253,0.000588,-0.000138,-0.001032,-0.00156,0.001908,0.001256,0.000096,0.003849,0.00185,-0.000333,0.00101,0.00173,-0.001421,0.001391,0.001175,0.029406
747,0.00186,-0.002879,-0.003483,0.000326,0.001577,0.002391,-0.003608,0.00077,0.001299,0.001635,0.000132,-0.000701,0.002594,0.001918,0.001191,0.000369,0.000475,0.000133,-0.001855,0.001886,0.027746
746.5,-0.000359,0.00138,-0.00277,0.002382,0.003476,-0.000608,-0.002842,0.00283,-0.000236,-0.002097,-0.000037,-0.001313,0.000093,0.002017,-0.000917,0.0034,0.002017,0.001801,0.001986,0.00179,0.029677
746,0.001748,0.001608,-0.002301,-0.002669,0.000858,-0.00077,0.001247,0.000597,-0.001323,0.000265,0.000216,0.002164,0.006627,-0.001431,-0.00362,0.000534,0.000128,0.000359,0.002023,0.00386,0.030887
745.5,-0.004864,0.000121,-0.005126,0.000329,-0.003194,-0.000092,-0.000117,-0.002177,-0.004439,-0.00289,0.001599,-0.005306,0.000517,0.004597,-0.000856,-0.000136,0.000955,-0.000251,-0.001448,0.001374,0.027062
745,-0.002311,-0.003913,-0.005734,0.0007,0.000335,-0.000873,-0.002419,-0.000416,-0.002326,-0.003307,0.001267,0.00216,0.003979,0.000224,0.000194,0.001315,0.000393,-0.001053,0.001227,0.000776,0.028776
744.5,-0.001571,-0.000919,-0.006288,-0.00232,-0.001165,0.003403,0.000379,0.000848,-0.001462,-0.00084,0.000977,-0.001295,0.004479,-0.000738,-0.004697,0.002448,0.006154,0.000964,0.001521,0.002471,0.028403
744,-0.005415,-0.002151,-0.006967,-0.003797,-0.000585,0.000255,-0.00066,-0.002919,-0.000465,0.002847,0.000744,-0.002049,0.002722,0.000279,0.000649,0.001643,-0.000318,0.001943,0.000562,0.003441,0.030879
743.5,-0.001292,-0.001604,-0.006165,-0.002973,0.000103,0.001918,-0.000679,-0.003125,-0.00426,-0.000279,-0.002245,-0.001114,0.004593,0.000493,-0.004055,0.002043,0.00017,-0.00047,0.000745,0.000408,0.02815
743,-0.000679,-0.002197,-0.001178,0.001995,-0.001483,-0.000572,-0.000746,-0.001368,-0.00186,0.001968,0.001236,0.000688,0.001948,-0.002624,-0.002383,-0.000584,0.001532,-0.002185,0.000749,-0.000453,0.029681
742.5,-0.001057,0.000313,-0.003486,-0.000636,0.000516,0.004767,0.000848,-0.001685,-0.001599,-0.001844,-0.000566,-0.001364,0.001303,-0.002664,-0.001483,0.001952,0.001111,0.000145,0.003776,-0.000444,0.030437
742,0.001482,0.001035,-0.003202,0.001955,0.005668,-0.00167,0.001212,0.001051,0.00143,0.001097,0.001558,-0.000063,0.005426,0.000037,-0.001144,0.001218,-0.000816,0.001674,0.001228,-0.000263,0.027891
741.5,0.000146,0.004089,-0.001969,-0.002017,-0.000083,-0.000319,0.000868,-0.00148,-0.001158,0.000551,0.001032,-0.00062,0.002227,-0.000759,-0.003458,-0.00074,0.001043,-0.004966,-0.00246,0.001833,0.029197
741,0.00441,0.001736,-0.000898,-0.001493,0.000442,0.002598,0.000646,-0.000579,-0.000643,-0.001499,0.001411,-0.000279,0.000732,-0.000209,-0.001859,-0.002953,-0.000712,0.00052,0.000937,0.002693,0.028651
740.5,-0.003389,-0.003935,-0.005891,-0.002972,-0.001582,0.000324,0.000309,0.002308,0.000278,-0.001618,-0.000986,-0.003408,0.00308,0.001777,-0.000479,0.000036,-0.001932,-0.00328,0.001571,-0.00155,0.026372
