Wavelength (nm),Blank1,F503,F502,F510,F511,F506,F507,F518,F519,F514,F515,F521,F520,F517,F516
390.5,0.00063,0.001145,-0.000471,-0.001035,0.004432,0.006482,-0.000098,0.000016,-0.000215,0.001561,0.000141,0.000781,0.001123,0.000176,0.001759
390,-0.000038,0.001234,-0.00039,-0.000578,0.00442,0.006157,-0.000095,0.000001,-0.000814,0.000196,0.000236,0.000588,0.001155,0.000307,0.001785
389.5,0.001005,0.001505,-0.000407,-0.001042,0.003778,0.005644,-0.000173,0.000505,0.000426,-0.000139,0.000279,0.001291,0.001446,0.000468,0.002447
389,0.000252,0.000365,-0.000874,-0.000866,0.004321,0.006099,-0.000122,-0.000145,-0.00043,-0.000272,0.000073,0.000567,0.001213,-0.000248,0.001192
388.5,-0.000192,0.001506,-0.000396,-0.001541,0.004126,0.006162,0.000072,-0.000003,-0.001101,0.000271,-0.000207,0.001482,0.001256,0.000517,0.001663
388,-0.000376,0.001134,-0.000276,-0.001374,0.00485,0.005996,0.000069,-0.000232,-0.000562,0.000206,-0.000672,0.000617,0.000466,0.00062,0.001148
387.5,-0.000393,0.001033,-0.000571,-0.000616,0.005085,0.005759,0.000087,-0.000554,-0.000609,0.000929,0.000241,0.001444,0.001265,0.000311,0.001716
387,0.000315,0.000849,-0.000278,-0.000973,0.003811,0.005691,0.000037,-0.000413,-0.001365,0.00002,0.000284,0.000669,0.001153,0.001631,0.00225
386.5,-0.000084,0.00063,-0.001149,-0.000648,0.004284,0.005547,0.000782,0.000774,0.000079,-0.000455,-0.001009,0.001769,0.00094,-0.000257,0.002205
386,0.0003,0.000238,-0.000298,-0.000579,0.0055,0.006095,0.000069,0.00042,0.000834,0.000424,-0.000218,0.000512,-0.000003,-0.000534,0.001629
385.5,0.000233,0.000208,-0.000708,-0.000523,0.004123,0.007297,0.001512,0.000631,-0.000262,-0.00013,-0.00063,0.000738,0.000778,-0.001083,0.001034
385,-0.000078,0.001289,-0.000558,-0.000894,0.004544,0.0071,0.000998,0.000488,-0.000415,-0.00144,-0.000289,0.001394,0.002131,0.000585,0.002438
384.5,-0.000893,0.000437,-0.0007,-0.001048,0.004736,0.00649,0.000124,-0.000023,-0.000215,0.000359,0.000366,0.000806,0.001404,-0.000085,0.002225
384,-0.001376,0.000665,-0.000896,-0.000834,0.005633,0.005664,-0.000543,-0.000441,-0.000916,0.001024,0.000719,0.000504,-0.000079,0.000844,0.00185
383.5,-0.00006,0.000906,-0.000441,-0.000991,0.004555,0.00612,0.000125,-0.000275,-0.000332,-0.000433,-0.000489,0.000719,0.001353,0.000324,0.00111
383,-0.000896,0.001177,-0.001572,-0.00092,0.005017,0.00577,0.000355,0.000439,-0.000219,-0.000494,-0.000138,0.001466,0.001893,-0.000627,0.001039
382.5,0.000324,0.001172,0.000041,-0.000362,0.004754,0.006378,0.001032,-0.000268,-0.000707,0.000982,0.000432,0.002155,0.002026,0.000164,0.00231
382,-0.000554,0.000533,-0.000212,-0.00132,0.00461,0.005758,0.000991,-0.00055,-0.00125,0.000773,-0.000178,0.000791,0.000321,0.000106,0.001369
381.5,0.000586,0.001141,-0.000154,-0.001098,0.005244,0.007011,0.001237,0.000747,-0.00082,0.001113,0.000205,0.001313,0.000775,0.000894,0.002173
381,0.000196,0.001713,0.000606,-0.00113,0.005824,0.00631,0.000083,-0.000406,0.000602,0.000183,0.000104,0.001357,0.001221,0.000432,0.001994
380.5,-0.000051,0.001461,0.00011,-0.000901,0.004057,0.005361,0.000289,0.0002,0.000012,0.000835,0.000679,0.001435,0.001344,0.000202,0.001088
380,-0.000844,0.00042,-0.000683,-0.001247,0.004508,0.006475,0.000147,0.000597,-0.000068,0.000836,0.000736,0.001317,0.000707,0.000626,0.001854
379.5,0.00094,0.002071,-0.000765,-0.001835,0.005063,0.004784,-0.000778,0.000757,0.000087,0.000855,-0.000022,0.000922,0.001107,0.000698,0.002533
379,0.000311,0.001385,-0.000714,-0.001515,0.005864,0.00632,0.000451,0.000059,-0.000052,0.000408,-0.000233,0.00129,0.001488,0.00062,0.001286
378.5,0.000172,0.001176,-0.001104,-0.001003,0.005657,0.005419,-0.000405,-0.000134,-0.000802,-0.000171,-0.000335,0.000522,0.000204,0.000182,0.001828
378,-0.000098,0.000191,-0.000224,-0.000949,0.005519,0.006006,-0.000119,0.000316,0.000133,-0.000239,-0.000865,0.000962,0.001544,0.000739,0.002041
377.5,-0.001179,0.000701,-0.001196,-0.000223,0.006419,0.006286,0.000392,0.000141,0.000099,0.000552,0.000716,0.001364,0.001747,0.000772,0.002031
377,0.000034,0.000893,-0.001243,-0.000576,0.005579,0.006629,0.000175,-0.000261,-0.001098,0.000038,0.000642,0.001107,0.001254,0.000714,0.002457
376.5,0.000368,0.001162,-0.000455,-0.001113,0.005561,0.005551,0.000486,-0.000631,-0.000669,0.000113,0.000924,0.00047,0.000895,0.00048,0.001789
376,0.000128,0.001074,-0.000012,-0.00031,0.005878,0.006757,0.000162,0.00073,-0.000141,0.000603,-0.000927,0.000901,0.001022,0.000662,0.001756
375.5,-0.00014,0.001785,-0.000441,-0.000717,0.004504,0.006505,0.000433,0.000624,0.000421,-0.000525,-0.000658,0.000916,0.00142,0.001134,0.002366
375,-0.000834,0.000285,-0.001371,-0.00112,0.005609,0.006354,0.000934,-0.000224,0.000926,0.000292,0.000131,0.000316,-0.000249,-0.000158,0.000258
374.5,-0.000492,0.0006,-0.000224,0.000294,0.005646,0.006746,-0.000168,-0.000668,0.000136,0.000917,-0.000666,0.001681,0.001319,-0.000203,0.002487
374,-0.000601,0.001524,-0.000667,0.00022,0.005867,0.00718,0.000964,-0.00008,-0.000389,0.000125,-0.001063,0.001659,0.001024,0.000747,0.001591
373.5,0.001143,0.001361,-0.001137,-0.000048,0.005607,0.006785,-0.000013,0.000498,0.000537,0.000804,-0.00031,0.000791,0.000843,0.001694,0.003166
373,-0.000808,0.000799,-0.000467,0.000192,0.006287,0.007143,0.000005,0.001939,0.000931,0.000496,0.000492,0.001561,0.000745,0.000548,0.002894
372.5,0.001112,0.001456,0.000027,-0.001097,0.005097,0.005511,0.000835,0.000011,-0.000513,-0.000543,-0.001391,0.000908,0.000873,0.000146,0.002958
372,-0.000106,0.001709,-0.000182,-0.000729,0.005967,0.005748,0.0006,0.000779,0.000612,0.001224,0.000526,0.001435,0.001411,0.000146,0.00113
371.5,-0.000337,0.00212,-0.001275,-0.000012,0.005837,0.006335,0.000995,0.000155,0.000669,0.000173,-0.000371,0.0023,0.001337,-0.000651,0.001138
371,-0.000591,0.000549,-0.000346,-0.000641,0.005732,0.005777,0.000588,0.00018,-0.000086,-0.000825,-0.000079,0.000615,0.00149,0.000659,0.001832
370.5,-0.000084,0.000967,0.000181,-0.000908,0.006209,0.006881,0.00007,0.001323,0.000792,0.000253,-0.000354,0.001686,0.001756,0.00001,0.001689
370,0.000649,0.000903,-0.000981,-0.000502,0.006322,0.007805,0.001442,-0.000192,-0.001009,0.000032,0.000893,0.001235,0.000458,-0.000702,0.002092
369.5,-0.00001,0.001196,-0.000329,-0.00158,0.006022,0.007075,-0.000496,0.000631,0.000208,0.000943,-0.000415,0.001015,0.000567,0.000248,0.002331
369,0.000648,0.001358,-0.001267,-0.001081,0.006898,0.007151,0.000704,-0.000191,-0.000235,0.000636,-0.000181,0.001399,0.000327,0.001549,0.002852
368.5,-0.000276,0.001049,-0.000716,-0.000349,0.00701,0.006189,0.000884,0.001281,0.001581,0.001144,0.000953,0.002458,0.002002,0.000925,0.002826
368,-0.000124,0.000804,-0.000423,-0.002811,0.005763,0.006617,0.000377,0.000512,-0.000229,0.000463,-0.000329,0.001027,0.000186,0.00054,0.001541
367.5,-0.000381,0.001112,-0.00106,-0.000716,0.006693,0.006783,0.000842,-0.001211,-0.001704,0.000904,0.000709,0.000815,0.00046,0.000829,0.001996
367,0.000133,0.00096,0.000085,-0.000472,0.006193,0.006652,0.000678,-0.00119,-0.00196,-0.000626,-0.000127,0.001562,0.000682,0.001962,0.003526
366.5,0.000889,0.001964,-0.000792,-0.000491,0.007024,0.006182,-0.00002,0.000166,0.000142,0.001291,0.000431,0.000675,0.000256,-0.000173,0.00158
366,-0.000367,0.001253,0.000006,-0.000531,0.006357,0.006716,0.000616,0.001484,0.000583,0.000006,0.000089,0.001218,0.000259,0.00013,0.001221
365.5,0.000788,0.002017,-0.001035,-0.001248,0.006682,0.00599,-0.000821,-0.000787,-0.000502,0.000406,0.000275,0.001484,0.001417,0.000375,0.001826
365,0.000576,0.001382,-0.000945,0.000343,0.007284,0.00633,0.000108,-0.000037,-0.000476,0.000136,-0.000025,0.00192,0.00102,0.000454,0.001731
364.5,0.000345,0.001569,-0.000885,-0.000586,0.00711,0.006398,0.000715,0.000515,-0.000413,0,-0.00132,0.00087,0.000565,-0.000203,0.000932
364,0.000405,0.001588,0.000301,-0.000487,0.006535,0.006212,-0.000395,0.000426,-0.000492,0.000029,0.000393,0.001712,0.000849,0.000712,0.002866
363.5,0.000525,0.002012,-0.001073,-0.000495,0.006041,0.00771,0.000545,0.00055,0.000253,-0.000263,-0.000437,0.000819,0.000496,0.001196,0.002217
363,0.000682,0.002186,-0.001218,-0.000655,0.006877,0.007886,-0.00001,0.00109,-0.000179,-0.000263,-0.000522,0.001836,0.001473,0.001213,0.002359
362.5,0.000495,0.002169,-0.000575,0.000085,0.007386,0.007654,0.000082,0.000256,-0.000646,0.000744,0.000847,0.001273,0.000749,0.00052,0.00202
362,0.000023,0.001818,-0.000557,-0.000947,0.007165,0.006797,0.000461,0.000085,0.000362,0.000827,0.00085,0.001476,0.000982,0.000624,0.002192
361.5,-0.000433,0.001325,-0.00028,-0.001286,0.005833,0.006877,0.000042,-0.000385,-0.00053,0.000188,0.000107,0.001566,0.000732,0.001163,0.002745
361,-0.000327,0.001787,0.000017,-0.000844,0.006951,0.007068,0.000341,0.000328,-0.000067,0.000127,-0.000144,0.001891,0.001222,0.0013,0.002835
360.5,0.000693,0.001153,0.00033,-0.000641,0.006571,0.007778,0.000574,-0.001306,-0.002014,0.000254,0.00001,0.002246,0.000805,0.000701,0.002288
360,0.000164,0.002047,0.000358,-0.000727,0.006795,0.007554,0.00063,0.000809,0.000445,-0.000581,-0.000395,0.002307,0.001322,0.000563,0.001613
359.5,0.000498,0.002036,-0.000561,-0.001102,0.007202,0.007815,0.00144,-0.000544,-0.000057,0.000705,0.000164,0.00113,0.001088,0.000275,0.002035
359,0.000559,0.001637,-0.000418,-0.001041,0.006398,0.006988,0.000782,0.000871,0.000419,0.000938,0.000397,0.002107,0.001509,0.001663,0.00281
358.5,-0.000148,0.001681,-0.000152,-0.000484,0.007081,0.007123,0.000583,-0.000015,-0.000758,0.00063,-0.000353,0.002331,0.002097,0.000808,0.002173
358,0.000095,0.001664,-0.000498,0.0006,0.007098,0.007348,0.00078,-0.000027,-0.000471,-0.000006,0.000031,0.00226,0.002164,0.000658,0.001976
357.5,0.000696,0.001131,-0.000388,-0.000644,0.006924,0.007049,-0.000358,0.001173,-0.000181,0.000445,-0.000574,0.001794,0.001491,0.00051,0.001798
357,-0.000318,0.00079,0.000919,-0.001538,0.007317,0.008151,0.000397,0.000299,-0.000201,0.00113,-0.000572,0.00132,0.000689,0.000127,0.001763
356.5,0.000512,0.002305,-0.001403,-0.000862,0.006394,0.007271,0.000002,0.000597,-0.000094,0.000997,-0.000427,0.002323,0.001953,0.001361,0.001928
356,-0.00035,0.001199,-0.000878,-0.00041,0.007493,0.006135,-0.000417,0.001208,0.000391,0.001342,0.000816,0.001566,0.001172,0.00112,0.001339
355.5,-0.000038,0.001537,-0.001386,0.000251,0.008824,0.007095,0.000995,-0.000018,0.000097,-0.000165,0.000081,0.001948,0.001222,-0.000473,0.000213
355,0.000287,0.001988,-0.000511,-0.000675,0.008218,0.007288,0.000295,-0.000357,-0.000823,-0.000034,-0.000179,0.002136,0.001643,0.000306,0.00266
354.5,0.000273,0.001533,-0.000281,-0.000942,0.007315,0.006985,-0.000132,0.000272,-0.000533,0.001113,0.001069,0.002441,0.001738,-0.000001,0.001965
354,0.001107,0.002307,0.000242,-0.000467,0.00847,0.007191,0.000202,0.000126,-0.001218,0.001442,0.000725,0.001685,0.001667,0.000277,0.001326
353.5,-0.000281,0.001847,-0.000787,0.00024,0.007457,0.007153,0.00062,0.000748,0.000321,-0.000101,-0.001129,0.002271,0.000094,0.001485,0.001743
353,0.000467,0.001782,-0.000061,-0.000361,0.007334,0.006661,0.000235,0.000666,0.000411,0.000124,-0.000139,0.001492,0.001398,-0.000012,0.001894
352.5,0.0003,0.00171,-0.000121,-0.000027,0.008575,0.006938,0.000527,-0.000704,-0.000645,0.000744,0.000726,0.003454,0.001974,0.000579,0.002188
352,0.000673,0.002841,0.000195,-0.000966,0.007478,0.007758,0.000745,0.000142,-0.000024,-0.00012,0.000838,0.001725,0.001572,0.000506,0.00173
351.5,-0.000332,0.001515,-0.000336,0.00052,0.008929,0.007495,0.001019,0.000205,0.000462,-0.00001,-0.000383,0.001558,0.000746,0.000355,0.001089
351,-0.000354,0.001632,-0.000685,-0.000663,0.007868,0.007806,0.000558,0.000826,0.000496,-0.000069,-0.000762,0.001754,0.00139,0.00182,0.00258
350.5,0.000568,0.001214,0.000053,0.000373,0.009036,0.008169,0.001662,0.000655,-0.000281,0.000391,-0.000607,0.002061,0.00181,0.000608,0.001685
350,-0.000808,0.001199,-0.000737,0.000093,0.008507,0.007151,-0.000374,-0.00079,-0.000965,0.001794,-0.00027,0.003099,0.001485,0.001259,0.001778
349.5,-0.00022,0.002211,-0.000177,-0.000028,0.009024,0.008553,0.001674,0.001392,-0.000097,0.000301,-0.000726,0.001624,0.001193,0.001272,0.001837
349,-0.000004,0.001952,-0.000001,-0.00078,0.007729,0.007955,0.000603,0.000667,0.000989,-0.000518,-0.000796,0.002827,0.001664,0.000659,0.002142
348.5,0.000034,0.001577,-0.001404,-0.00146,0.00788,0.007482,0.000202,0.001264,0.000152,0.00071,0.000354,0.003581,0.002815,0.000973,0.003441
348,-0.000356,0.001788,-0.000813,-0.001256,0.008053,0.008017,0.000517,0.000516,0.00006,0.00124,0.000187,0.001989,0.001098,-0.000165,0.001095
347.5,0.000106,0.002277,-0.000204,0.000215,0.009124,0.006824,0.000587,0.000588,0.000504,0.000683,0.000002,0.002261,0.001692,0.001599,0.002613
347,-0.000042,0.001446,-0.000151,0.000871,0.008942,0.00695,0.000179,-0.000165,0.0004,0.000072,-0.000328,0.001972,0.001432,0.000597,0.001705
346.5,-0.000484,0.001349,-0.00007,0.000009,0.009723,0.008003,0.000922,0.000573,-0.000493,-0.000195,-0.000867,0.002232,0.001571,0.001344,0.002529
346,-0.000974,0.001333,0.000005,-0.000342,0.008657,0.007988,0.000419,0.000244,-0.000176,0.000885,-0.000097,0.002879,0.001183,0.000932,0.003464
345.5,-0.001063,0.001381,-0.000957,-0.000015,0.008684,0.007543,0.000533,-0.00012,0.000371,0.00043,0.000121,0.002384,0.002119,0.000758,0.001799
345,-0.000159,0.001987,0.000546,-0.000943,0.008743,0.007857,0.001098,0.000314,0.000304,0.001338,0.00051,0.001882,0.000941,0.001766,0.002371
344.5,-0.000511,0.001705,-0.000406,-0.000904,0.007652,0.007498,-0.000372,-0.000033,-0.000753,0.001313,-0.000258,0.003086,0.002716,0.001835,0.002779
344,-0.000253,0.001104,-0.000175,-0.000899,0.008557,0.007331,0.001015,0.000796,-0.000583,0.001927,0.001999,0.001778,0.002286,0.001632,0.00271
343.5,0.000279,0.001194,-0.000907,-0.001074,0.009404,0.00751,0.000574,0.001608,0.000692,0.000425,0.000404,0.003172,0.001285,0.001515,0.001726
343,-0.000751,0.001107,-0.000463,-0.000679,0.008192,0.007307,0.00099,0.000417,0.000154,0.000348,0.000769,0.002452,0.001706,0.001153,0.00219
342.5,0.000205,0.002355,-0.000032,-0.000628,0.008095,0.007239,0.000384,0.001171,0.000645,0.00146,0.00067,0.003382,0.002628,0.001238,0.002767
342,-0.001086,0.000116,-0.00057,0.000297,0.009174,0.008075,0.001048,0.000418,0.000382,0.001587,0.00051,0.002355,0.001416,0.001356,0.003492
341.5,0.000195,0.002075,-0.000929,-0.000221,0.009117,0.008972,0.001014,0.000509,-0.000128,0.000807,-0.000201,0.002325,0.001608,0.000806,0.002418
341,-0.000137,0.000911,-0.00113,-0.000907,0.008526,0.008176,0.00141,-0.000735,-0.000881,-0.000275,-0.00049,0.003154,0.001575,0.001925,0.003958
340.5,-0.000584,0.001545,-0.001132,-0.0012,0.008152,0.007987,0.001923,0.000546,0.000055,0.000865,0.000306,0.002253,0.001778,0.00056,0.002207
340,-0.000647,0.000384,-0.00014,0.000729,0.009861,0.007619,0.001005,-0.00036,-0.000635,-0.000053,-0.000578,0.002866,0.00265,0.000744,0.002365
339.5,-0.000332,0.001729,-0.00063,-0.000854,0.009199,0.007263,0.000035,-0.000179,-0.000273,0.00003,0.000292,0.002511,0.00113,0.000636,0.002144
339,-0.000034,0.002221,-0.000315,0.000003,0.009762,0.00759,0.00077,0.000571,0.000351,0.001591,0.000476,0.00156,0.001454,0.001467,0.003963
338.5,-0.000494,0.001367,-0.001055,0.000235,0.009294,0.008173,0.000592,0.000541,0.000299,0.001186,0.001058,0.003266,0.001648,0.001658,0.003507
338,0.000017,0.001488,-0.00032,-0.001484,0.008352,0.007542,0.000249,0.0007,0.0007,0.001231,0.000545,0.002486,0.002048,0.000907,0.002775
337.5,0.000608,0.003068,0.000189,-0.000475,0.009518,0.008886,0.002016,0.001508,0.000738,0.001361,0.000588,0.002151,0.001597,0.001186,0.002376
337,0.00038,0.003015,0.000341,-0.000234,0.009267,0.007183,-0.000122,0.000681,-0.000102,0.000309,-0.000358,0.003329,0.002752,0.001205,0.00292
336.5,0.000186,0.002166,0.000196,-0.00052,0.00909,0.008371,0.001561,0.001511,0.001088,0.000599,0.000606,0.002591,0.00117,0.0009,0.002281
336,-0.000354,0.002017,-0.000213,-0.000477,0.009329,0.008297,0.001748,0.000653,0.000683,-0.000667,-0.00093,0.001269,0.000578,0.00133,0.002637
335.5,-0.000082,0.002558,-0.000082,0.000097,0.009416,0.009313,0.001417,0.000201,-0.000407,0.00045,0.000001,0.001749,0.001611,0.001373,0.001667
335,0.000557,0.001787,0.000394,-0.000721,0.008792,0.007379,0.000968,0.000893,0.000329,0.000049,0.00026,0.002486,0.001725,0.000245,0.001719
334.5,0.000561,0.003077,-0.000162,-0.000321,0.008921,0.007913,0.000279,0.000233,0.000342,0.000261,0.000938,0.004071,0.001919,0.001998,0.002713
334,0.000168,0.001782,-0.000574,-0.000633,0.010388,0.007698,0.000818,-0.00051,-0.001301,0.000822,0.000174,0.00181,0.000936,0.000683,0.002131
333.5,-0.000325,0.001476,0.000418,-0.000582,0.009384,0.008154,0.000326,0.00046,0.000194,0.000646,0.000599,0.002251,0.002157,0.001262,0.001859
333,-0.000237,0.00193,-0.000402,-0.000268,0.009726,0.007666,0.000706,0.000867,0.00029,-0.000109,-0.00031,0.002389,0.002184,0.002685,0.00366
332.5,-0.000701,0.002002,-0.000009,0.000206,0.009846,0.00759,0.000271,0.001029,0.000378,0.000592,0.000225,0.002032,0.001818,0.00228,0.003757
332,-0.000305,0.002526,-0.000205,0.000518,0.008622,0.008268,-0.000338,0.000131,0.00061,0.001014,0.0004,0.002379,0.001879,0.001414,0.002628
331.5,-0.000331,0.001461,0.000175,0.000268,0.009366,0.008868,0.000754,-0.000126,-0.00099,0.000058,-0.001178,0.002497,0.00177,0.001139,0.002135
331,-0.000201,0.001242,-0.000824,-0.000325,0.008737,0.008001,0.000854,0.000188,-0.000722,-0.000235,0.000792,0.002003,0.000595,0.001251,0.002287
330.5,-0.000893,0.000504,-0.001199,0.000402,0.009039,0.009009,0.001364,-0.000604,-0.001247,0.000003,-0.00002,0.002663,0.001886,0.000648,0.001485
330,0.000788,0.002753,0.0006,-0.001372,0.008092,0.007804,0.001837,0.00062,0.001065,0.000098,-0.000207,0.001642,0.001409,0.001985,0.003795
329.5,-0.00004,0.001987,0.000498,-0.00044,0.008924,0.008599,0.001477,0.001066,0.00061,0.001124,0.000733,0.00239,0.002426,0.002337,0.003392
329,-0.000552,0.002069,-0.000627,-0.000724,0.009425,0.008022,0.001367,-0.000358,-0.000162,0.00048,-0.000391,0.002491,0.001907,0.001308,0.003132
328.5,-0.000148,0.001429,-0.000604,-0.000722,0.009053,0.007049,0.000111,-0.000159,-0.000232,0.000586,-0.00006,0.002229,0.001964,0.001294,0.002431
328,-0.000584,0.002356,-0.000846,-0.000187,0.009362,0.008371,0.001386,0.000258,-0.000803,0.000516,0.000694,0.002384,0.001801,0.001197,0.002357
327.5,-0.000364,0.001865,-0.000024,-0.000315,0.009119,0.008217,0.001203,-0.00004,-0.000452,0.000831,0.000424,0.001222,0.00083,0.001788,0.002661
327,-0.000251,0.002047,-0.000641,0.001076,0.009924,0.007611,0.001086,0.000442,-0.000526,0.000965,-0.000255,0.002217,0.001839,0.001378,0.002236
326.5,-0.000257,0.00149,0.000259,0.000716,0.00917,0.008048,0.000488,0.001087,0.000161,0.001151,0.000491,0.002476,0.002641,0.000985,0.00209
326,0.000045,0.001609,0.00124,-0.000311,0.009106,0.009142,0.000727,0.000337,0.000664,0.001369,0.000582,0.002935,0.002012,0.000742,0.002623
325.5,0.000099,0.002238,-0.000218,0.000659,0.009638,0.008155,0.00132,0.001296,0.000909,0.001025,-0.000282,0.002384,0.001381,0.001697,0.003227
325,-0.000937,0.001494,-0.000697,-0.000247,0.009133,0.009246,0.0012,0.000968,0.000748,0.000863,0.000916,0.001588,0.001136,0.001979,0.003514
324.5,-0.000515,0.001793,-0.000181,-0.000327,0.00947,0.008312,0.001825,0.000164,0.000652,0.000718,0.00034,0.002842,0.002525,0.000826,0.002503
324,0.000409,0.001587,0.00016,0.000193,0.009464,0.008398,0.000916,0.000968,0.000685,0.000972,0.000446,0.003401,0.002084,0.001278,0.002331
323.5,0.000144,0.001831,0.000307,0.000152,0.009586,0.009594,0.001846,0.001891,0.001333,0.000739,-0.000016,0.002188,0.001808,0.002723,0.00339
323,0.000516,0.002384,-0.000017,-0.000938,0.007855,0.00899,0.001778,0.001063,0.000568,0.000679,0.000156,0.004021,0.002243,0.001993,0.003196
322.5,0.000641,0.002304,-0.000543,0.000118,0.008619,0.0089,0.001774,0.000643,0.000602,0.001254,0.000841,0.002665,0.00166,0.001485,0.00271
322,-0.00078,0.00151,-0.000151,0.000878,0.009804,0.008797,0.001315,0.001803,0.000507,0.000507,-0.000123,0.002637,0.002388,0.001673,0.002902
321.5,-0.000105,0.002137,0.000104,-0.000072,0.009483,0.009014,0.001176,-0.000259,-0.00018,0.000295,-0.000101,0.002536,0.001079,0.001628,0.003208
321,-0.000452,0.002012,-0.000206,-0.000444,0.00869,0.008423,0.0018,0.000619,0.000454,0.000043,-0.000249,0.002641,0.001872,0.001325,0.002166
320.5,0.000271,0.001843,0.000038,-0.000952,0.009871,0.007716,0.000581,0.000827,0.000596,0.000962,0.00061,0.002528,0.001745,0.000763,0.002681
320,0.000129,0.002109,0.000598,-0.0011,0.008991,0.008975,0.001941,0.001128,0.001037,0.001,0.0006,0.003662,0.001997,0.002324,0.003541
319.5,0.000419,0.002444,-0.000439,0.000031,0.009772,0.00819,0.001222,0.001132,0.000965,0.00153,0.000538,0.002735,0.002623,-0.000026,0.001964
319,-0.000091,0.002763,0.000251,0.000499,0.009443,0.008353,0.001584,0.000458,0.000003,0.000305,0.000398,0.003257,0.002469,0.001362,0.003552
318.5,0.000175,0.001823,0.00038,-0.00035,0.009325,0.008445,0.00077,-0.000814,-0.000347,0.001506,0.001094,0.00313,0.002693,0.001273,0.002921
318,-0.000073,0.002499,0.000386,0.000712,0.010634,0.008492,0.001075,0.001429,0.001276,0.000231,0.000013,0.00213,0.002563,0.000714,0.002044
317.5,-0.000481,0.00279,-0.000326,-0.000002,0.010481,0.010148,0.002068,0.001402,0.000773,0.000838,0.000625,0.002659,0.001801,0.001927,0.00275
317,-0.000137,0.0025,-0.00029,-0.000488,0.009991,0.008246,0.00123,0.001504,0.00134,0.000447,-0.000022,0.003108,0.002325,0.001242,0.002688
316.5,0.000641,0.003171,-0.000247,0.000357,0.009277,0.008024,0.000574,0.000883,0.001005,0.000598,0.000586,0.003329,0.002328,0.000836,0.002717
316,0.000892,0.002849,0.00109,0.000039,0.010508,0.007919,0.000671,0.001686,0.001419,0.001127,0.000318,0.002944,0.002165,0.002578,0.003812
315.5,0.000533,0.002996,0.000024,-0.00092,0.009809,0.009018,0.001065,0.001885,0.000651,0.000754,0.000462,0.003233,0.002325,0.002517,0.003359
315,-0.000281,0.001854,-0.00123,-0.001064,0.008663,0.00888,0.000967,0.000894,0.0003,0.000981,-0.00049,0.0023,0.002535,0.001008,0.002282
314.5,-0.000267,0.002123,-0.000085,-0.000018,0.01081,0.009109,0.002288,0.00135,0.00044,0.001091,0.000205,0.002628,0.002032,0.001942,0.002543
314,-0.00014,0.001937,0.000293,0.000234,0.010216,0.009139,0.001203,0.00097,0.001261,0.000285,-0.000092,0.002243,0.001984,0.001956,0.003412
313.5,-0.00005,0.002658,0.000247,0.000895,0.010639,0.008853,0.001869,0.000814,0.000532,0.000626,0.000016,0.00368,0.002585,0.00276,0.003139
313,0.000579,0.003444,0.000221,0.000189,0.010991,0.009427,0.001349,0.001248,0.00078,0.001304,0.00091,0.00297,0.002329,0.001747,0.003625
312.5,0.00062,0.002937,-0.00083,-0.000386,0.010316,0.009346,0.001421,0.001186,0.001453,0.001164,0.000505,0.003674,0.003352,0.001502,0.003229
312,0.000019,0.003894,-0.000845,0.000361,0.010057,0.009207,0.001779,0.000341,0.000785,0.000472,-0.000385,0.002703,0.002362,0.000975,0.002743
311.5,-0.000076,0.003768,-0.000224,-0.000343,0.010108,0.008662,0.001503,0.00144,0.000857,0.001146,0.000159,0.002234,0.001372,0.001168,0.002821
311,-0.000213,0.002989,-0.000065,-0.000032,0.010529,0.009446,0.002429,0.001349,0.001179,0.001095,0.000209,0.002222,0.000855,0.00194,0.003403
310.5,-0.000333,0.002362,0.000693,-0.000575,0.011425,0.009419,0.002053,0.001659,0.000855,0.000665,0.00025,0.002751,0.001621,0.001267,0.002375
310,-0.000845,0.002372,-0.000309,-0.00039,0.009431,0.009059,0.001486,0.000208,0.000163,0.001285,0.001036,0.002952,0.002576,0.001851,0.003753
309.5,-0.00062,0.003169,-0.000164,-0.000129,0.010238,0.008636,0.001483,0.001495,0.001037,0.000965,0.000748,0.003087,0.002218,0.001725,0.002802
309,-0.000692,0.002442,0.000066,-0.000228,0.010353,0.009219,0.002066,0.00089,-0.000796,0.000787,0.000878,0.004041,0.004211,0.001779,0.003827
308.5,-0.00088,0.002138,-0.000681,-0.001999,0.009263,0.00903,0.001709,0.001082,0.000794,0.001274,0.000654,0.003201,0.002673,0.001228,0.003025
308,-0.00009,0.002262,-0.000045,0.000184,0.010262,0.008371,0.00159,0.000389,0.000483,0.000403,0.000331,0.003309,0.002605,0.002052,0.002862
307.5,-0.000177,0.001886,0.000227,0.000184,0.010932,0.008558,0.001566,0.002221,0.001779,0.001186,-0.000178,0.002944,0.002502,0.001798,0.003976
307,-0.000448,0.002516,0.000285,-0.000284,0.010211,0.009443,0.002307,0.000233,-0.000228,0.000853,0.000785,0.0043,0.002922,0.001451,0.002515
306.5,0.000061,0.001825,0.000127,0.000122,0.010903,0.009292,0.001613,0.001646,0.001342,0.0014,0.000681,0.003147,0.00211,0.002521,0.004876
306,-0.000293,0.001982,-0.000464,-0.000012,0.011633,0.009073,0.001049,0.000527,0.000783,0.001424,0.000891,0.003231,0.003975,0.002422,0.003569
