Wavelength (nm),Blank1,F503,F502,F510,F511,F506,F507,F518,F519,F514,F515,F521,F520,F517,F516
555.5,-0.000037,0.001743,-0.000903,0.000064,0.003177,0.003455,-0.000533,0.00006,-0.000317,0.000326,-0.000005,0.000672,0.000179,-0.000731,0.00092
555,0.000239,0.000492,-0.000778,-0.000533,0.004053,0.00371,-0.000161,-0.00042,-0.001313,0.00027,0.000326,0.000244,-0.000722,0.000561,0.000648
554.5,-0.000324,0.000728,-0.000985,-0.000369,0.00194,0.00384,-0.00018,0.000025,-0.000704,0.000003,-0.000033,-0.000338,0.000135,-0.000125,0.000128
554,0.000528,0.00108,-0.001126,-0.001197,0.002322,0.003323,-0.000599,0.000031,-0.001134,0.00037,0.000663,0.001478,0.001525,0.001276,0.001762
553.5,0.000419,0.000741,-0.000803,-0.001214,0.003251,0.005055,-0.000094,0.000261,-0.00049,0.001057,-0.00027,-0.000687,-0.000282,-0.000749,0.000764
553,0.000494,0.000789,-0.000887,-0.001038,0.002559,0.004432,-0.000575,0.000174,-0.000259,-0.000639,-0.000572,0.000777,0.000844,0.000248,0.000778
552.5,0.000168,0.000433,-0.000829,-0.001742,0.002051,0.003889,0.000187,-0.000674,-0.001151,0.000209,0.000464,-0.00036,-0.000278,0.000745,0.002128
552,-0.000208,-0.000175,-0.000138,-0.001201,0.002416,0.00426,0.000289,0.000033,-0.000525,0.000918,0.000523,0.001402,0.001379,-0.001831,0.000092
551.5,-0.000221,-0.000033,-0.000062,-0.002111,0.002311,0.003688,-0.000225,-0.000647,0.000045,0.000063,0.000659,0.000654,0.000752,-0.000332,0.000552
551,-0.000822,-0.000203,-0.000425,-0.001278,0.003123,0.004574,0.000067,0.000671,-0.000553,-0.000617,-0.000831,0.000861,0.000673,-0.000586,0.000852
550.5,0.001101,0.001268,0.000031,-0.000465,0.003389,0.00316,-0.001145,0.000392,-0.000256,0.001184,-0.000405,0.000055,0.000793,-0.000718,0.000423
550,0.000791,0.001054,-0.000618,-0.000677,0.003011,0.004673,0.000573,-0.000908,-0.001641,-0.000265,-0.000542,-0.000141,0.000516,0.001568,0.001793
549.5,-0.000231,0.000603,-0.000431,-0.000916,0.002604,0.00387,-0.000865,0.000066,-0.000193,-0.000116,-0.000804,0.00124,0.000629,0.000156,0.000885
549,-0.000634,0.000168,-0.000099,-0.001189,0.00239,0.00404,-0.000161,0.000246,-0.000319,0.001209,0.000272,0.000324,0.000404,0.00024,0.000068
548.5,-0.000483,0.000367,0.000117,-0.000511,0.004316,0.00435,-0.000223,0.000891,-0.00069,-0.001231,-0.001425,0.000614,0.000883,-0.00082,0.000749
548,-0.000889,0.000213,-0.001285,-0.000288,0.002652,0.002922,-0.000574,0.000219,-0.000641,0.000266,-0.000386,0.000298,-0.000015,0.000162,0.000905
547.5,0.000172,0.000214,-0.000304,-0.001079,0.002618,0.003911,0.000096,0.000429,-0.001181,0.000569,0.000095,0.001406,0.001262,0.000036,0.00126
547,0.000447,-0.000251,-0.000012,-0.00072,0.003079,0.004158,-0.000145,-0.000023,-0.001432,-0.001579,-0.001437,0.000026,-0.000199,-0.000934,0.000513
546.5,-0.000117,-0.000193,-0.00141,-0.000687,0.002823,0.003898,-0.000661,0.000872,-0.000119,0.000311,-0.000666,0.000229,0.000182,0.000165,0.001357
546,-0.0005,0.000603,0.000147,-0.00032,0.00325,0.003639,0.000005,0.000685,-0.000215,0.00095,0.000687,0.000753,0.001326,0.000145,0.000644
545.5,0.000081,0.000184,-0.000088,-0.000795,0.002777,0.003958,0.000007,-0.000104,-0.000964,-0.000034,-0.000374,-0.00025,-0.000258,-0.000305,0.001055
545,0.000209,0.000458,0.000157,-0.001627,0.002599,0.003921,-0.000184,0.000154,-0.000081,0.000094,-0.000161,0.000717,-0.000196,-0.00122,0.000298
544.5,0.000601,0.000252,-0.001224,-0.000894,0.003454,0.005071,0.001135,-0.00054,-0.001265,-0.000677,-0.000655,0.000278,0.00054,-0.000297,0.000306
544,-0.000243,-0.000098,-0.000872,-0.000691,0.00284,0.004148,0.0004,-0.001166,-0.001118,-0.000219,-0.000215,-0.00019,0.000619,-0.000002,0.001372
543.5,-0.000452,0.000145,-0.000713,-0.000805,0.002588,0.004497,0.000251,0.00038,-0.000339,0.000264,0.000012,0.000433,-0.000044,-0.0001,0.001555
543,-0.000039,0.000285,-0.000609,-0.00153,0.002664,0.003694,-0.000441,0.000242,-0.000866,0.000808,0.000093,0.000345,0.000333,0.000256,0.001445
542.5,0.0001,0.000394,-0.000395,-0.001206,0.002898,0.003912,-0.000591,-0.000715,-0.000472,-0.000375,-0.000171,0.000375,0.000375,-0.000676,0.001171
542,0.000305,0.001076,-0.000798,-0.001047,0.003065,0.004193,-0.000533,0.000565,-0.000122,0.000364,-0.000154,0.000016,0.000235,-0.000783,0.001255
541.5,-0.000242,0.000461,-0.000123,-0.000905,0.002607,0.004072,-0.000213,-0.000421,-0.0011,0.000048,0,0.000176,0.000071,-0.000338,0.000687
541,-0.000397,0.000321,-0.001052,-0.001088,0.002638,0.004388,0.000095,0.000123,-0.000479,0.000108,0.000009,0.000537,0.000257,-0.000685,0.000932
540.5,0.000397,0.000671,-0.000285,-0.000776,0.003469,0.003835,-0.00071,-0.000572,-0.001065,0.000091,0.000005,-0.000037,0.000071,0.00027,0.00112
540,0.000106,0.000754,-0.000699,-0.000578,0.003702,0.004196,-0.000007,-0.000422,-0.001267,0.000295,-0.000186,0.000377,0.00009,0.00001,0.002033
539.5,-0.000258,-0.000605,-0.000426,-0.001317,0.00279,0.004367,0.000314,-0.000201,-0.000734,-0.000197,-0.000414,0.000016,0.00046,0.000166,0.001987
539,-0.000435,0.000107,-0.000208,-0.000162,0.002738,0.004927,0.000565,-0.000486,-0.000841,-0.00058,0.000227,0.000837,0.000484,-0.000566,0.000429
538.5,0.000936,0.000739,-0.000029,-0.001469,0.002499,0.003812,-0.000184,-0.000351,-0.001077,-0.000368,0.000159,0.000813,0.001197,-0.000767,0.000099
538,-0.000183,0.000248,-0.00115,-0.000978,0.002852,0.004292,0.000549,-0.000102,-0.001486,0.000591,0.000098,0.000981,0.000709,-0.000134,0.001374
537.5,0.000894,0.000068,-0.00054,-0.000649,0.003265,0.00446,-0.00022,-0.000145,-0.000346,0.000952,-0.000047,0.000646,0.000402,-0.000672,0.001219
537,-0.000065,0.000451,-0.00055,-0.000878,0.003102,0.004641,0.000053,-0.00032,-0.000569,0.000138,0.00022,0.000351,0.000298,0.000196,0.001245
536.5,0.000068,0.000112,-0.00045,-0.000479,0.00254,0.004797,-0.000196,0.000473,-0.000522,0.000331,0.00004,0.000373,0.000233,-0.000045,0.000675
536,-0.000335,0.000707,-0.000577,-0.000937,0.003007,0.004522,0.000205,-0.00016,-0.000487,0.000559,0.000234,-0.000085,0.000127,-0.000211,0.000686
535.5,-0.000416,0.000469,-0.000014,-0.001988,0.002867,0.004789,0.000517,0.000198,-0.000206,0.000553,-0.000435,0.000552,0.000728,-0.000111,0.001291
535,0.000924,0.001102,-0.000992,-0.000114,0.003397,0.00387,-0.0007,0.000421,-0.00065,0.000228,-0.00047,0.000436,0.000354,-0.000055,0.001044
534.5,0.000103,0.000761,-0.001141,0.000057,0.004011,0.004298,-0.000476,-0.000187,-0.000999,0.000194,-0.000354,-0.000233,0.000005,-0.00068,0.000613
534,-0.000188,0.00037,-0.00074,-0.001169,0.0031,0.004052,-0.000294,-0.000197,-0.000925,-0.000161,-0.000272,0.000353,0.000746,-0.000308,0.00133
533.5,-0.000045,0.000115,-0.00053,-0.000624,0.003059,0.004137,-0.000191,0.000083,-0.000292,0.000052,-0.000081,0.000246,0.000586,-0.000163,0.001158
533,-0.000678,0.000241,0.000517,-0.000889,0.003026,0.00461,-0.000139,0.000129,-0.000638,0.000104,-0.000183,-0.000312,0.000467,-0.000675,0.00062
532.5,0.000451,0.000998,-0.000345,-0.0006,0.002828,0.004285,-0.0004,0.000239,-0.000526,0.000462,-0.000168,0.00116,0.000859,0.000008,0.001387
532,-0.000158,0.000286,-0.000776,-0.000273,0.003105,0.004493,-0.00036,-0.000232,-0.001137,-0.00042,-0.000549,-0.000076,0.000185,0.000273,0.001692
531.5,0.000546,0.001185,-0.000156,-0.001639,0.002621,0.004236,-0.000067,-0.000465,-0.000725,0.000444,0.000123,-0.000383,0.000133,0.000212,0.001576
531,0.000197,0.000252,-0.000362,-0.00122,0.002844,0.004119,-0.000156,-0.000171,-0.000576,0.000487,-0.000211,0.000572,0.000549,-0.00045,0.001385
530.5,-0.000773,0.000177,-0.000554,-0.000968,0.002667,0.004658,-0.000073,-0.000373,-0.000974,0.00045,0.000051,0.000552,0.000061,-0.000032,0.001475
530,0.000008,0.000634,-0.000342,-0.001064,0.002702,0.00428,-0.000109,-0.000352,-0.000458,0.000213,-0.000214,0.000584,0.000452,-0.000232,0.001086
529.5,-0.000321,0.000654,-0.000729,-0.001227,0.002538,0.004177,-0.000511,-0.000333,-0.001115,-0.00005,-0.000092,0.00024,0.000285,-0.000396,0.001517
529,-0.000312,-0.000042,-0.000401,-0.000847,0.002966,0.004433,0.000168,-0.000213,-0.000641,0.000158,-0.000185,0.000348,0.000734,0.000018,0.001033
528.5,0.000042,0.00033,-0.000903,-0.000602,0.002943,0.004035,-0.000056,0.00023,-0.000288,0.000643,0.000277,0.000673,0.000399,-0.0005,0.000892
528,-0.000386,0.000297,-0.00048,-0.000982,0.002614,0.004412,-0.000299,-0.00008,-0.000622,-0.000051,-0.000539,0.000233,0.000553,-0.000361,0.000843
527.5,-0.000402,-0.000099,0.00005,-0.000669,0.003153,0.004235,-0.000396,-0.000108,-0.000723,0.000367,0.000023,0.00003,0.000441,0.000149,0.000869
527,-0.000184,0.000077,-0.000221,-0.000647,0.002488,0.004045,-0.000278,-0.000026,-0.00036,-0.000354,0.000067,0.000662,0.000219,-0.000148,0.000827
526.5,-0.000268,-0.000394,-0.000737,-0.000746,0.002927,0.00425,-0.000305,0.000302,-0.00047,0.000061,-0.000214,0.000174,-0.00017,-0.000169,0.001065
526,0.000406,0.000714,-0.000043,-0.000886,0.002982,0.004583,0.00069,-0.000502,-0.00073,0.000056,-0.000263,0.000348,0.000296,0.000157,0.001133
525.5,0.000323,0.000325,-0.000094,-0.001085,0.002936,0.004487,-0.000379,0.000482,-0.000415,0.000098,-0.00066,-0.000572,-0.00007,-0.000135,0.00138
525,-0.000356,0.000619,-0.0002,-0.001087,0.002874,0.004494,-0.000031,0.000245,0.000134,0.000237,-0.000303,0.000541,0.00029,-0.000677,0.00071
524.5,0.00008,0.00104,-0.000367,-0.000865,0.002878,0.004326,-0.000543,-0.00068,-0.000554,0.000256,0.000067,0.000756,0.000539,-0.000825,0.000831
524,0.000066,0.000658,-0.000679,-0.001217,0.003177,0.003699,-0.001569,-0.000755,-0.000499,-0.000438,-0.000843,-0.000045,0.000047,0.000076,0.00152
523.5,-0.000141,-0.000435,0.000037,-0.000263,0.002903,0.003923,-0.00072,-0.000724,-0.000415,-0.000213,-0.000327,0.000142,0.000637,-0.000083,0.001832
523,0.000381,0.00075,-0.000286,-0.001735,0.002419,0.003555,-0.000024,-0.001071,-0.001651,-0.00012,0.000024,0.000099,-0.00074,-0.000283,0.000573
522.5,0.000457,0.000238,-0.000148,-0.001194,0.002553,0.003909,-0.000329,0.000403,-0.00006,0.000361,0.000518,0.001044,-0.000207,-0.000041,0.000999
522,0.000172,0.000217,0.00042,-0.002084,0.002537,0.003491,-0.001459,0.000037,-0.000423,0.000025,-0.000171,0.001005,0.001014,-0.000011,0.001582
521.5,0.000917,0.001161,-0.000708,-0.001189,0.002169,0.004557,-0.000436,0.00018,-0.000415,-0.001041,-0.001213,0.000407,0.000019,-0.00075,0.000998
521,-0.00074,-0.000333,0.000108,-0.001207,0.002873,0.004325,-0.000243,-0.000096,-0.000588,0.000767,0.000344,-0.000149,-0.000672,-0.000994,0.001173
520.5,0.000612,0.000861,-0.000373,-0.001184,0.002871,0.004359,-0.00019,-0.000241,-0.000096,0.000733,-0.000452,0.000089,0.000298,-0.000625,0.000142
520,-0.000153,0.000798,-0.001001,-0.001195,0.002992,0.004437,0.000285,0.000029,-0.000964,0.000121,-0.000437,0.000213,-0.000051,-0.000086,0.00109
519.5,0.000174,0.000841,-0.000793,-0.001017,0.002612,0.004135,0.00002,-0.000587,-0.000348,-0.000259,-0.000506,0.000348,0.000645,-0.000562,0.001085
519,0.000252,0.000281,-0.001231,-0.000715,0.003175,0.005347,0.000348,-0.00032,-0.000863,0.000168,-0.000438,0.000668,0.000555,-0.000331,0.000909
518.5,-0.000429,0.000236,-0.000688,-0.000571,0.002951,0.004671,0.000502,-0.000206,-0.000329,0.000222,-0.000401,0.000834,0.000616,-0.000854,0.000582
518,-0.000141,-0.000099,-0.000453,-0.000668,0.00272,0.00448,-0.000209,0.000027,-0.000788,-0.000008,-0.000268,0.000532,0.00052,0.0003,0.001682
517.5,-0.000672,-0.000087,-0.001409,-0.000817,0.002697,0.004437,-0.000539,0.000079,0.000066,-0.000168,-0.00052,0.000727,0.000892,-0.000125,0.001307
517,0.00017,0.000555,-0.000558,-0.001086,0.002067,0.005346,0.000202,-0.000296,-0.000566,-0.000086,-0.000486,0.00045,0.000728,-0.000565,0.00117
516.5,0.000036,-0.000015,-0.000552,-0.000594,0.002908,0.003534,-0.000728,-0.000427,-0.000518,0.000316,-0.000406,0.000076,-0.000086,0.000209,0.001636
516,-0.000036,0.001096,-0.000467,-0.00066,0.002876,0.004644,0.000659,-0.000417,-0.000661,-0.000236,-0.000404,0.000437,-0.000589,0.000356,0.000579
515.5,0.000033,0.001066,-0.000601,-0.000855,0.003421,0.004416,-0.000207,0.000359,-0.000312,0.000081,-0.000354,0.000345,0.000554,0.000571,0.001126
515,0.000283,0.000354,-0.000419,-0.002061,0.002528,0.004994,0.001128,-0.000583,-0.000949,-0.000278,-0.000096,0.000342,0.000737,-0.000076,0.001509
514.5,-0.000062,0.000324,-0.000745,-0.000856,0.003436,0.004051,-0.000124,0.000069,-0.000821,-0.000021,-0.000226,0.000423,0.000211,-0.000225,0.001222
514,-0.000593,0.000296,-0.001301,-0.000954,0.003534,0.003979,-0.000952,-0.000033,-0.000919,0.001266,0.000059,0.000617,0.000023,-0.001179,0.000532
513.5,-0.000117,0.000744,-0.000881,-0.001061,0.003606,0.00376,-0.000559,0.00075,-0.000179,-0.000971,-0.000942,0.000599,-0.000428,0.000688,0.002421
513,0.000589,0.000763,-0.000937,-0.002276,0.002104,0.004395,0.000331,0.000007,-0.000444,0.000196,0.000333,0.000305,0.000493,0.000087,0.00107
512.5,-0.000533,-0.000352,0.00019,-0.000739,0.003049,0.004708,0.000284,0.000253,-0.000735,0.00015,0.000545,0.001025,0.000204,-0.000463,0.000801
512,0.000871,0.000421,-0.000014,-0.001585,0.002582,0.004515,0.000911,0.000269,-0.000994,0.000883,-0.000329,-0.000009,-0.000518,0.000788,0.001974
511.5,-0.000422,0.000399,-0.001118,-0.000242,0.002981,0.003785,-0.000975,0.000336,-0.000966,-0.000376,-0.000421,0.000236,-0.000354,-0.000804,0.000658
511,-0.000618,0.000773,-0.000164,-0.00124,0.002504,0.005009,0.000517,-0.000162,-0.000616,0.000364,-0.00056,0.000532,0.001143,-0.000838,-0.000106
510.5,-0.000099,0.001146,-0.001227,-0.001267,0.003308,0.004941,-0.000124,-0.000466,-0.001009,0.000492,-0.000378,0.000119,0.000112,-0.000152,0.001468
510,-0.000288,0.000247,0.000151,-0.000775,0.002623,0.004624,-0.000489,0.000519,-0.000777,0.000516,0.000779,0.000163,-0.00005,-0.000708,0.000484
509.5,-0.000265,0.000323,-0.000715,-0.000935,0.002857,0.003448,-0.000831,-0.000271,0.000022,0.001038,0.000211,0.001233,0.000492,-0.000787,-0.000267
509,-0.000151,0.001086,-0.000645,-0.000417,0.003337,0.004163,-0.000357,-0.000338,-0.000631,0.000052,-0.000519,0.000358,-0.000079,-0.00023,0.001022
508.5,0.001301,0.000869,-0.001177,-0.00032,0.003432,0.003773,0.000143,-0.000629,-0.000895,0.000484,-0.000244,0.000756,0.000847,-0.000179,0.001234
508,-0.000155,0.000491,-0.00081,-0.000156,0.003095,0.004447,0.000688,0.000219,-0.000392,0.000364,0.000511,0.000455,0.00066,0.000549,0.001626
507.5,-0.000732,-0.000046,-0.000149,-0.001575,0.003843,0.005137,0.000322,0.000186,-0.000506,0.000593,-0.000206,0.000469,0.00131,0.00032,0.001862
507,0.000136,0.000674,-0.000186,-0.000936,0.002851,0.005201,0.000278,-0.00174,-0.000952,0.00001,-0.000292,0.000554,0.000899,0.00011,0.00165
506.5,0.0007,0.000181,0.000557,-0.000765,0.003309,0.00418,0.000304,0.000283,-0.000901,-0.000001,0.000111,0.000879,0.001276,0.000455,0.001885
506,-0.000429,0.000847,-0.00055,-0.001183,0.00271,0.003718,-0.000949,-0.000328,-0.0001,0.000618,-0.000156,-0.000752,0.000163,-0.000108,0.000697
505.5,-0.000995,0.000663,-0.000629,-0.000304,0.002865,0.003986,-0.000937,0.000455,-0.00011,0.001358,0.000916,0.000843,0.001406,0.000211,0.00197
505,0.000202,0.000235,-0.000356,-0.00033,0.002967,0.004224,-0.000025,0.000462,0.000336,-0.000042,-0.000305,0.000077,0.000975,-0.000807,0.00091
504.5,-0.000037,0.000904,0.000091,-0.000955,0.003016,0.00464,-0.000349,0.000095,-0.00067,-0.000572,-0.001153,0.000892,-0.00068,0.000127,0.001647
504,0.000058,0.001576,-0.000116,-0.000317,0.003174,0.004345,0.000057,-0.000448,-0.000707,0.000696,0.001078,0.000019,-0.000028,-0.000036,0.001493
503.5,-0.000595,0.000013,-0.001148,-0.001927,0.003195,0.004217,-0.000186,0.000132,-0.00046,-0.000604,-0.000211,0.000173,0.000877,-0.000563,0.000638
503,0.000201,0.000631,-0.000322,-0.001011,0.003423,0.00485,-0.000117,0.000555,-0.000508,-0.000287,-0.000272,0.000197,0.001339,-0.000368,0.000624
502.5,0.000609,0.001667,-0.000715,-0.00053,0.002554,0.005548,0.001259,-0.000183,-0.000652,-0.000341,-0.001233,0.000518,0.000405,-0.000044,0.001258
502,-0.000375,-0.00051,-0.000376,-0.001466,0.00263,0.004049,-0.000696,-0.000753,-0.000839,0.000399,0.00023,0.000994,0.000567,-0.000527,0.000555
501.5,-0.000064,0.000615,-0.000883,-0.001122,0.002645,0.004467,-0.000397,-0.000409,-0.000342,-0.000241,-0.000436,0.000112,0.000578,-0.000026,0.001526
501,-0.000409,0.000487,-0.000291,-0.001184,0.003014,0.005391,0.00044,0.000921,-0.000157,0.000566,-0.000015,0.001355,0.001132,-0.000395,0.001135
500.5,0.000082,0.000768,0.000316,-0.000944,0.002802,0.006186,0.000164,0.000316,0.000312,0.000045,0.000103,0.000807,0.000953,-0.00047,0.001626
500,-0.000578,0.000879,-0.000155,-0.000315,0.003658,0.005056,0.000127,-0.00008,0.00022,0.000121,-0.00039,0.000514,0.000462,0.0001,0.001211
499.5,-0.00056,0.000276,-0.001113,-0.000341,0.002151,0.004517,0.000659,-0.000403,-0.000229,0.000202,0.000031,0.000196,0.000289,0.000048,0.001286
499,0.000352,0.000933,-0.001159,-0.000926,0.002383,0.004542,0.000019,-0.00042,-0.000387,-0.000705,-0.000445,0.000404,0.001087,-0.000051,0.000473
498.5,0.000168,0.000036,-0.000068,-0.001305,0.002972,0.004783,-0.000203,0.000191,-0.00047,-0.000251,-0.000553,0.000596,0.000573,-0.000932,0.001061
498,-0.000069,0.000708,-0.000138,-0.000942,0.003235,0.004586,0.000401,-0.000422,-0.000905,0.000233,-0.000147,0.00037,0.000642,-0.000348,0.000462
497.5,-0.000488,0.00011,-0.000338,-0.001145,0.002711,0.00459,0.000238,-0.000343,-0.000348,-0.000136,0.000013,0.00004,0.000316,-0.000314,0.001602
497,0.000725,0.000914,0.00017,-0.001344,0.002844,0.004953,0.000681,-0.000555,-0.000871,0.000241,-0.000381,0.000801,0.000497,-0.000698,0.00137
496.5,-0.000436,0.000179,-0.000075,-0.000995,0.002705,0.00483,0.000354,0.000899,0.000114,0.000194,-0.000051,0.000675,0.000769,0.000185,0.001627
496,-0.000521,0.000664,-0.000355,-0.000803,0.003239,0.004926,0.000049,0.000189,-0.000416,0.000238,-0.000277,0.000693,0.000389,-0.000719,0.00093
495.5,-0.00021,0.0004,-0.001149,-0.001464,0.002932,0.004732,-0.000471,0.000196,-0.000206,0.000109,0.000559,0.000292,-0.000107,-0.000667,0.000937
495,-0.000127,0.000915,-0.000279,-0.000867,0.003094,0.004254,0.000044,0.000345,-0.000817,0.000924,0.000411,0.000449,0.001191,-0.000103,0.00159
494.5,-0.000237,0.000347,-0.000743,-0.000951,0.002459,0.005599,0.000316,-0.000265,-0.000724,-0.000348,-0.000167,0.000876,0.000869,-0.000212,0.001047
494,-0.0002,0.000387,-0.000937,-0.000608,0.003237,0.004612,-0.000571,-0.000558,-0.001115,0.000089,-0.000556,0.00008,0.000541,-0.00058,0.001073
493.5,-0.000598,0.000859,-0.000244,-0.000812,0.003074,0.004047,-0.001098,0.000249,-0.000175,0.000026,-0.000209,-0.00008,0.000398,-0.000616,0.001197
493,0.000058,0.000415,-0.000674,-0.000637,0.00355,0.004841,-0.000327,-0.000244,-0.001049,0.000392,-0.000195,0.000835,0.000551,-0.000207,0.001193
492.5,0.000524,0.001076,-0.000749,-0.000989,0.003037,0.004812,-0.000066,0.00011,-0.000623,0.00006,-0.000128,0.000408,0.000547,-0.000806,0.000918
492,-0.000319,0.000078,-0.000562,-0.000899,0.00315,0.004407,-0.000153,-0.000175,-0.000635,0.000321,0.00003,0.000447,0.000546,-0.000405,0.001168
491.5,0.000066,0.00082,-0.000877,-0.00054,0.003161,0.004635,-0.000461,0.000139,-0.000341,0.000007,-0.000276,0.00051,0.000405,-0.000199,0.001322
491,-0.000303,0.000384,-0.00028,-0.00089,0.003469,0.004202,-0.000214,-0.000068,-0.000503,-0.000064,-0.000507,0.000771,0.001053,-0.000415,0.000905
490.5,0.000124,0.000179,-0.00021,-0.000403,0.003126,0.004816,0.000328,0.000028,-0.000773,-0.000317,-0.00027,0.000306,0.00021,-0.000041,0.001051
490,0.000014,0.000767,0.000104,-0.001067,0.003138,0.004879,0.000072,0.000191,-0.000682,0.000323,0.000009,0.000318,0.000612,0.000035,0.002211
489.5,-0.000361,0.000485,-0.000579,-0.001233,0.002779,0.004537,-0.000155,-0.000178,-0.000669,0.00011,-0.000701,0.001237,0.000569,0.000378,0.001444
489,0.000107,0.000598,-0.000203,-0.000698,0.002965,0.004492,0.000155,0.000132,-0.000461,0.000056,0.000447,0.000901,0.000732,0.000036,0.001522
488.5,-0.000169,0.000261,-0.000337,-0.000739,0.002969,0.004761,-0.000037,-0.000125,-0.000629,0.000158,0.000096,0.000396,0.000265,-0.000124,0.00127
488,-0.000005,0.000547,-0.000267,-0.001152,0.00313,0.004642,-0.000438,-0.000452,-0.000657,0.000126,-0.000187,0.000688,0.000639,-0.000504,0.001036
487.5,0.000119,0.000742,-0.000651,-0.000864,0.002865,0.004673,-0.000182,-0.000204,-0.000336,0.000398,-0.000038,0.000748,0.000605,0.000061,0.001379
487,0.000067,0.000445,-0.000373,-0.000841,0.00281,0.004853,0.000156,0.000072,-0.000527,0.000409,-0.000289,0.000533,0.000525,-0.000004,0.001207
486.5,-0.000266,0.000482,-0.00006,-0.00094,0.002956,0.004375,-0.000637,-0.000005,-0.000365,0.00029,-0.000376,0.000678,0.000732,0.000081,0.001512
486,0.000043,0.000738,-0.000351,-0.000721,0.003454,0.004351,-0.000245,-0.0002,-0.000579,0.000793,0.000338,0.000412,0.00026,-0.000082,0.001423
485.5,-0.000013,0.000653,-0.000638,-0.000948,0.003074,0.004702,-0.000007,-0.000064,-0.000759,0.000126,-0.000088,0.000552,0.000518,-0.000313,0.001234
485,-0.000032,0.000501,-0.000605,-0.000645,0.003421,0.004374,-0.00034,-0.00007,-0.000246,0.000353,0.000037,0.000616,0.000372,-0.000313,0.001073
484.5,0.000244,0.000628,-0.000442,-0.000759,0.003,0.004933,-0.000524,-0.000011,-0.000649,0.000169,-0.000361,0.000372,0.000387,-0.000012,0.001307
484,0.000037,0.000652,-0.000467,-0.000832,0.003024,0.00425,-0.000282,-0.00007,-0.000381,0.000375,-0.000014,0.00052,0.000173,-0.000062,0.001354
483.5,-0.000182,0.000287,-0.000472,-0.000824,0.003084,0.004492,-0.000354,0.000038,-0.0006,0.000445,0.0001,0.000607,0.000624,-0.000013,0.001118
483,-0.00039,0.000484,-0.000552,-0.000814,0.002952,0.004378,-0.000088,-0.000091,-0.000379,0.000266,-0.0002,0.000952,0.000555,0.000182,0.00135
482.5,0.000339,0.000883,-0.000087,-0.001041,0.003213,0.004709,0.000188,-0.000073,-0.000369,-0.000049,-0.000181,0.000479,0.000261,0.000094,0.001632
482,0.000388,0.000925,-0.000249,-0.000996,0.00276,0.005222,0.000559,-0.000336,-0.001179,0.000403,-0.000186,0.000496,0.000501,-0.000236,0.001237
481.5,0.000115,0.000569,-0.000485,-0.000637,0.003606,0.004687,-0.000328,-0.000289,-0.000391,-0.000082,-0.000582,0.000616,0.000491,0.000275,0.001695
481,0.000151,0.000659,-0.00099,-0.000036,0.003856,0.004658,-0.000039,-0.000256,-0.000272,0.000249,0.000028,0.000735,0.000292,0.000213,0.001394
480.5,-0.000176,0.000405,-0.000059,-0.000918,0.003306,0.005069,-0.000308,-0.000413,-0.000705,0.000518,-0.000202,0.000672,0.000549,0.000564,0.001722
480,0.000398,0.000725,-0.000828,-0.000342,0.003653,0.004564,-0.000392,-0.000064,-0.000159,-0.000302,-0.000136,0.000983,0.001458,-0.000826,0.000988
479.5,0.00006,0.000995,-0.000399,-0.000801,0.002794,0.004494,0.000077,-0.00038,-0.000673,0.000175,-0.000572,0.000749,0.000884,0.000181,0.001741
479,-0.000054,0.000616,-0.000426,-0.001392,0.002706,0.005352,0.000455,0.00012,-0.00007,0.000046,-0.000295,0.00017,-0.000056,-0.000112,0.000988
478.5,-0.000195,0.000528,-0.000298,-0.00162,0.002937,0.0046,-0.000711,-0.000356,-0.000681,0.000644,0.00075,0.000085,0.00032,-0.000491,0.000935
478,-0.000674,0.000404,-0.000088,-0.000689,0.004038,0.00461,-0.000283,-0.000086,-0.000145,0.000158,-0.000107,0.001027,0.001007,-0.000433,0.001401
477.5,-0.000145,0.000551,-0.00023,-0.000996,0.002816,0.004989,0.000275,0.000208,-0.00072,0.000018,-0.000244,0.00039,0.000871,-0.000253,0.001089
477,-0.000569,0.000204,-0.000712,-0.000778,0.003643,0.005008,0.000333,0.000229,-0.000272,0.000502,-0.000317,0.000593,0.000417,-0.000007,0.001424
476.5,0.000058,0.000542,-0.000535,-0.000827,0.00349,0.004884,-0.000142,-0.000081,-0.00121,0.000487,-0.000199,0.000926,0.000774,-0.000009,0.001484
476,-0.000248,0.000287,-0.000829,-0.001059,0.002868,0.004592,-0.000098,-0.000289,-0.000927,0.000377,-0.000048,0.000139,0.000254,-0.001022,0.001437
475.5,0.000457,0.001285,-0.001171,-0.000848,0.00343,0.00487,-0.000057,-0.000363,-0.001095,0.000135,-0.000525,0.000421,0.000115,0.000517,0.001114
475,-0.00007,0.00042,-0.00074,-0.00138,0.002692,0.004522,-0.0006,-0.000602,-0.000589,-0.000162,-0.000541,0.000401,0.0002,-0.000127,0.001877
474.5,0.000026,0.000664,-0.000445,-0.001443,0.002819,0.005123,0.000367,0.00003,-0.000228,0.000595,0.000099,0.000838,0.000671,0.000141,0.001526
474,-0.000023,0.000449,-0.000295,-0.000634,0.002921,0.004887,-0.000222,-0.000827,-0.001074,0.000827,0.000509,0.000604,0.000804,-0.000534,0.00093
