Wavelength (nm),Blank1,F542,F543,F546,F547,F560,F561,F552,F553,F558,F559,F572,F573,F574,F575,F580,F581,F599,F597
381.5,0.000461,0.00176,-0.000449,-0.00025,0.000896,0.002559,0.002753,-0.000439,0.000087,-0.000241,0.000335,0.002643,0.000496,0.000782,0.000881,0.002496,0.001247,-0.000512,0.000593
381,0.000889,0.002079,0.000605,0.000114,0.001007,0.003068,0.001602,-0.000646,-0.000309,0.000141,0.000765,0.003051,0.000264,0.000852,0.001127,0.002466,0.001503,-0.000079,0.001947
380.5,-0.000367,0.000993,-0.00052,0.000998,0.001228,0.001883,0.001322,-0.00136,-0.001266,0.000774,0.000287,0.003146,0.000612,0.000928,0.00233,0.001999,0.000413,0.000107,0.000421
380,-0.000078,0.001272,-0.000481,0.000706,0.001849,0.001806,0.001616,-0.000667,-0.000509,0.000962,0.000917,0.003017,0.000807,0.001113,0.001108,0.00303,0.000753,-0.000304,0.001764
379.5,-0.000213,0.000677,-0.001273,0.00025,0.001549,0.00061,0.000517,-0.000991,-0.000579,0.000608,0.000524,0.002768,0.000235,-0.000206,0.001251,0.003464,0.001094,0.000699,0.000783
379,0.000048,0.001291,-0.000744,0.000828,0.001371,0.002012,0.000747,-0.000591,-0.000113,0.000194,0.000658,0.002957,0.000347,0.001429,0.001893,0.003332,0.001578,0.001161,0.00104
378.5,0.000317,0.001442,-0.000236,0.000407,0.00104,0.003006,0.002284,-0.001233,-0.000566,0.000551,0.000229,0.004182,0.001201,0.000121,0.00163,0.003182,0.000089,0.000809,0.001285
378,0.000453,0.002003,-0.000683,0.000396,0.001537,0.002368,0.001635,-0.000341,-0.000594,0.000405,-0.00002,0.003007,0.000398,0.000353,0.001045,0.003926,0.001416,0.00039,0.001119
377.5,-0.000397,0.000448,-0.001341,-0.00016,0.001095,0.001519,0.001345,-0.000141,-0.000776,0.000509,0.000209,0.002616,0.000162,0.000505,0.000775,0.002851,0.001399,0.000268,0.000689
377,0.000132,0.00187,-0.000429,0.00022,0.001049,0.003096,0.002438,-0.000781,-0.000395,0.000648,0.000599,0.002646,0.001113,0.000739,0.00143,0.003194,0.000818,-0.000048,0.001396
376.5,-0.000649,0.001406,0.000113,0.000027,0.000955,0.002139,0.0012,-0.000126,0.000132,0.001178,0.001175,0.002775,-0.000039,0.000792,0.001341,0.002971,0.001142,-0.000283,0.000717
376,0.000023,0.001536,-0.001023,0.000121,0.001708,0.002772,0.002451,-0.000417,0.000247,-0.000013,-0.000024,0.002561,-0.000852,0.000719,0.001366,0.004111,0.001983,-0.000237,0.000907
375.5,0.000413,0.00194,-0.000767,0.000527,0.001981,0.001595,0.001583,-0.000166,0.00094,0.000381,-0.000136,0.001798,0.000176,0.000865,0.002062,0.002183,0.000025,0.000756,0.001355
375,0.000015,0.001408,-0.000358,0.00233,0.002128,0.002736,0.001524,0.000477,-0.001181,0.00137,0.002119,0.003154,0.000459,-0.00052,0.000137,0.004478,0.000698,0.00091,0.001926
374.5,0.000038,0.001349,-0.000873,0.001156,0.000582,0.002704,0.002475,-0.000418,-0.00011,0.000375,0.001019,0.003284,0.000958,0.000675,0.001009,0.003822,0.002061,0.000829,0.000912
374,-0.000936,0.001267,-0.000736,0.000614,0.001894,0.001675,0.002674,-0.001448,-0.001274,0.000145,-0.000218,0.002933,0.000269,0.001278,0.002527,0.004655,0.001436,-0.000963,0.000345
373.5,0.000707,0.001258,-0.000877,0.00043,0.001944,0.002733,0.002765,-0.000509,-0.000124,0.00055,0.000375,0.003215,0.001434,0.001129,0.001264,0.00292,0.001514,0.000194,0.001081
373,0.000566,0.001795,-0.001428,0.000585,0.001889,0.002072,0.001474,-0.000657,-0.000137,0.0007,0.000851,0.003438,0.000909,0.001315,0.001857,0.004141,0.001327,0.000587,0.001207
372.5,-0.000568,0.000459,-0.00124,0.001054,0.002172,0.002035,0.001659,-0.001084,0.000671,0.000534,0.000558,0.002098,0.000297,0.000927,0.000995,0.003341,0.002164,0.000363,0.001465
372,-0.000856,0.000414,-0.001659,0.000404,0.001185,0.001575,0.002471,-0.00029,0.000489,0.001705,0.001205,0.002626,0.000022,0.001645,0.001296,0.002645,0.001562,0.000756,0.001828
371.5,-0.000113,0.001668,-0.000889,0.000792,0.002294,0.001842,0.00243,0.000019,0.000992,0.000736,0.000765,0.003746,0.000065,-0.000029,0.000562,0.002893,0.000666,0.001041,0.000887
371,0.000224,0.001806,-0.000537,0.001199,0.002133,0.00101,0.002273,-0.000019,0.000596,0.001218,0.000515,0.00378,0.000589,0.000759,0.002117,0.003352,0.001436,0.000755,0.001508
370.5,-0.000496,0.000727,-0.000491,-0.000285,0.000656,0.001814,0.000984,-0.000649,-0.00033,-0.00033,-0.000097,0.003631,0.001355,0.001379,0.000948,0.00337,0.001461,0.000766,0.00289
370,0.000096,0.001787,-0.000573,0.00042,0.001903,0.002124,0.00118,-0.000503,-0.0008,0.001853,0.000608,0.003563,0.001941,0.000689,0.001016,0.003544,0.001432,0.000905,0.001574
369.5,-0.000228,0.002077,-0.00022,0.001139,0.0025,0.001617,0.001349,-0.000776,-0.000673,0.001354,0.000539,0.002185,0.001313,0.001528,0.001872,0.003667,0.001263,0.000925,0.001218
369,-0.000144,0.001284,-0.000364,-0.000621,0.000494,0.001683,0.001265,-0.000112,0.000164,0.000283,0.00058,0.001793,0.000215,0.000292,0.001086,0.003446,0.001536,0.000568,0.001407
368.5,-0.001002,0.001074,-0.000472,0.000535,0.001955,0.001658,0.001792,0.000041,-0.00034,0.000453,-0.000021,0.003843,0.000517,0.000215,0.002258,0.004184,0.00203,0.001094,0.001972
368,0.000514,0.00224,0.000075,0.000678,0.001388,0.002441,0.001702,-0.001004,-0.000348,0.00109,0.000791,0.00228,0.000084,0.001206,0.002551,0.003382,0.00134,0.000666,0.001533
367.5,-0.000438,0.000774,-0.000272,0.000905,0.001731,0.002453,0.001329,-0.000687,-0.000402,0.000451,0.00009,0.003632,0.00008,0.001289,0.002556,0.00352,0.001141,0.000892,0.001429
367,0.00095,0.001692,-0.000518,0.000658,0.001268,0.003263,0.002316,-0.000081,-0.00003,0.001569,0.00068,0.002833,-0.000498,0.000066,0.000163,0.003204,0.001526,0.000099,0.001697
366.5,0.000237,0.00185,0.000028,0.001025,0.00231,0.001755,0.001194,-0.001537,-0.001098,0.000554,0.000517,0.004177,0.001427,0.001068,0.002041,0.002957,0.001096,0.001243,0.001367
366,-0.000532,0.001115,-0.000529,0.000752,0.002021,0.001892,0.001733,0.000515,0.000319,0.000622,0.000826,0.002923,0.000312,0.000534,0.001901,0.003344,0.001185,-0.000082,0.001088
365.5,0.001205,0.002248,-0.000893,-0.000789,0.000662,0.002379,0.001559,-0.00016,-0.001191,0.000417,0.000473,0.00255,0.000428,0.000998,0.001177,0.001636,0.000815,0.000974,0.00214
365,0.00051,0.002154,-0.00002,0.000409,0.001878,0.002338,0.001588,-0.000497,-0.001087,0.000544,0.000911,0.002197,-0.000246,0.000338,0.001445,0.00315,0.001391,0.000769,0.000999
364.5,0.00035,0.001029,-0.000681,0.000177,0.001512,0.002834,0.002174,0.000048,0.000544,0.000515,0.000976,0.003045,-0.000718,0.001446,0.00223,0.003688,0.002064,0.000873,0.000385
364,0.000237,0.001596,-0.000091,0.000959,0.00253,0.003098,0.001659,-0.000129,0.000415,0.00048,0.000787,0.002513,-0.000168,0.000931,0.001629,0.003483,0.00106,0.000437,0.001171
363.5,-0.000164,0.001711,-0.001161,0.00051,0.001907,0.00235,0.001996,-0.000829,-0.000079,0.000441,0.0005,0.003514,0.001091,0.001422,0.00188,0.002872,0.001469,0.000727,0.002309
363,0.000142,0.001275,0.000159,0.001516,0.002207,0.001298,0.001304,-0.000369,0.000124,0.001797,0.000751,0.003963,0.000817,0.001031,0.001782,0.00443,0.001493,0.000379,0.001714
362.5,-0.000325,0.000768,-0.000269,-0.000222,0.001981,0.001791,0.001342,-0.0001,-0.000093,0.000742,-0.000009,0.001998,-0.000123,0.000359,0.00175,0.003488,0.001213,0.001022,0.001289
362,0.000154,0.0021,-0.00006,0.000419,0.00162,0.001705,0.001416,-0.00064,-0.000497,0.000141,0.000061,0.003022,0.000165,0.001014,0.001756,0.003242,0.001511,-0.000246,0.001454
361.5,0.000545,0.001975,-0.000323,0.001214,0.002795,0.001805,0.001563,-0.000597,-0.00087,-0.000081,0.001099,0.003234,0.000871,0.000617,0.001612,0.004301,0.002324,0.000829,0.001501
361,0.000506,0.002411,-0.000726,0.000636,0.001602,0.001783,0.002407,-0.000663,-0.000218,0.000643,0.000098,0.003187,-0.000201,0.001054,0.001356,0.002715,0.000988,0.000741,0.001518
360.5,-0.000096,0.001533,-0.000504,0.000323,0.002301,0.002915,0.002283,-0.000337,-0.00008,0.001202,0.000088,0.002134,-0.000432,0.000986,0.002022,0.003916,0.001288,0.000666,0.000679
360,-0.000736,0.001006,-0.001115,0.001006,0.002296,0.002602,0.002462,-0.000235,0.000375,0.000404,0.000577,0.00291,-0.000486,0.001705,0.002336,0.002981,0.001918,0.001509,0.002385
359.5,0.000527,0.002783,-0.000056,0.001428,0.001925,0.001558,0.001869,0.000792,0.00041,0.001039,0.000823,0.003621,0.001215,0.001011,0.001918,0.003574,0.001662,0.000302,0.001203
359,-0.000272,0.000657,-0.001186,0.00131,0.002435,0.002385,0.002245,-0.000224,0.000467,0.000697,0.000132,0.003102,0.000948,0.001417,0.002169,0.004882,0.001648,0.000094,0.001166
358.5,-0.000677,0.001069,-0.001086,0.000512,0.002315,0.001937,0.001593,0.000486,0.000918,0.000997,0.000896,0.003369,0.001585,0.000561,0.00063,0.003359,0.00108,0.000374,0.001394
358,0.00028,0.002617,-0.000023,0.000479,0.001428,0.002071,0.001988,0.000168,-0.000441,0.000452,0.000651,0.003381,0.001107,0.000719,0.001685,0.003355,0.000353,0.000523,0.001886
357.5,-0.000505,0.001201,-0.000841,-0.000193,0.001732,0.002531,0.002615,0.000667,0.000972,0.001787,0.001388,0.003616,0.000175,0.000048,0.00179,0.003857,0.001611,0.000911,0.001693
357,-0.001308,0.001812,-0.000541,0.000035,0.001848,0.001063,0.001506,-0.000341,0.001155,0.000259,0.001049,0.002854,-0.000537,0.001349,0.002695,0.004037,0.002506,0.001154,0.00204
356.5,-0.000071,0.002249,0.000047,0.000095,0.00177,0.002308,0.002597,-0.000239,0.000406,0.00133,0.001525,0.003177,0.000615,0.000345,0.001631,0.003903,0.002232,-0.000026,0.001979
356,0.000825,0.002583,0.000326,0.001014,0.001518,0.001674,0.001496,-0.000659,0.000409,0.001609,0.001583,0.003136,0.000431,0.001031,0.000853,0.00496,0.002522,0.000531,0.00029
355.5,-0.000885,0.002667,0.000096,0.001259,0.001464,0.002379,0.001442,-0.000295,0.000496,-0.000048,0.000775,0.00314,0.000377,0.00178,0.003074,0.004805,0.002214,0.001008,0.001912
355,-0.000056,0.00174,-0.00026,0.00114,0.00256,0.001469,0.001622,0.000097,0.00045,0.000921,0.000557,0.003697,0.000719,0.000418,0.002866,0.003734,0.002486,0.001547,0.001482
354.5,-0.000688,0.00122,-0.000136,0.00119,0.001816,0.002598,0.002299,-0.000697,0.000609,0.000752,-0.000545,0.00288,0.000364,0.000368,0.001343,0.004264,0.001641,0.000819,0.002196
354,0.000129,0.002182,-0.000517,0.001262,0.001734,0.002838,0.002574,-0.000288,0.000952,0.000956,0.000539,0.003498,0.00086,0.001448,0.002003,0.003256,0.001203,-0.000288,0.000883
353.5,0.000672,0.001446,-0.000522,0.000828,0.002433,0.002286,0.002532,0.00027,0.000689,0.001145,0.000677,0.003059,-0.000373,0.000005,0.001381,0.004969,0.001364,0.000145,0.001468
353,0.000552,0.002659,-0.000432,0.001387,0.002777,0.003036,0.00255,-0.001386,0.000084,0.001392,0.001295,0.00239,0.000595,0.001322,0.001732,0.003421,0.001238,0.0005,0.001766
352.5,-0.000289,0.001863,-0.000501,0.001166,0.002729,0.002212,0.001619,-0.000969,-0.000174,0.000195,-0.000267,0.003266,0.000116,0.000416,0.001382,0.004751,0.001298,0.001456,0.002026
352,-0.000119,0.001503,-0.001672,-0.000085,0.002203,0.002553,0.0022,-0.00064,0.000002,0.001088,0.000442,0.002275,0.000019,0.001981,0.002654,0.004172,0.002236,0.000745,0.001947
351.5,0.000801,0.00127,-0.000008,-0.000093,0.002113,0.002726,0.003031,-0.000106,-0.000173,0.001244,0.001414,0.002184,0.000444,0.002027,0.00317,0.003438,0.001782,0.000369,0.000935
351,0.000722,0.001968,-0.000565,0.00049,0.002529,0.001704,0.001801,-0.000558,0.000255,0.000827,0.000468,0.002267,-0.000263,0.00202,0.003756,0.003659,0.001429,0.000237,0.001119
350.5,-0.000107,0.001359,0.000186,0.000657,0.002186,0.001839,0.003048,-0.000805,0.000632,0.002695,0.002515,0.003843,0.001228,0.002155,0.00286,0.003886,0.001813,0.00195,0.002148
350,-0.001211,0.000809,-0.002289,0.000346,0.001054,0.003047,0.002553,0.00142,0.000225,0.001583,0.000858,0.004117,0.00119,-0.000296,0.000981,0.004303,0.002268,0.000327,0.001687
349.5,-0.000325,0.002093,-0.000907,0.000718,0.002427,0.002599,0.002011,-0.000153,-0.000838,0.001051,0.002708,0.002438,-0.000277,0.00125,0.000866,0.003512,0.001557,0.001028,0.001608
349,0.000134,0.001818,-0.001164,-0.000125,0.001572,0.002836,0.002866,0.000064,0.000517,0.000503,0.001351,0.003949,0.001036,0.000851,0.002313,0.004897,0.001113,0.000682,0.001495
348.5,0.000188,0.002894,0.000533,0.001011,0.002876,0.00227,0.001568,0.000284,0.000968,0.001856,0.001178,0.002407,0.001087,0.001926,0.002836,0.003509,0.001367,0.000404,0.001278
348,0.00085,0.002215,0.001485,0.000937,0.000073,0.002428,0.002207,0.000346,0.0018,0.000337,0.000499,0.003226,0.000968,0.000499,0.001494,0.003749,0.00119,0.000523,0.002167
347.5,0.000844,0.003015,0.000948,-0.000514,0.00169,0.001291,0.001099,-0.000684,-0.000028,0.000386,0.001197,0.003025,0.000393,0.000599,0.001887,0.002835,0.000956,0.001241,0.002503
347,-0.001349,0.000815,-0.000574,0.001762,0.002644,0.002447,0.002233,-0.00005,0.000839,0.001629,0.0021,0.003352,0.000481,0.000491,0.002208,0.004285,0.001316,0.001112,0.002741
346.5,-0.000369,0.001668,-0.000577,0.001176,0.002031,0.002408,0.001653,-0.000781,0.000412,0.000883,0.001171,0.002829,0.001421,0.001701,0.00288,0.003913,0.002409,0.00116,0.002268
346,-0.00069,0.001305,-0.000662,0.000696,0.002126,0.001563,0.001418,-0.000322,0.000096,0.001067,0.000393,0.002986,0.000164,0.000339,0.00195,0.003965,0.002163,-0.000067,0.002427
345.5,0.000069,0.001255,-0.000283,-0.000037,0.001853,0.002701,0.002231,-0.000296,-0.000639,0.000672,0.000987,0.003235,0.000935,0.00047,0.001793,0.004102,0.002846,-0.000134,0.001251
345,0.001373,0.003343,0.000532,0.000341,0.002855,0.00172,0.002019,-0.000052,-0.000311,0.001687,0.001187,0.003544,0.00007,0.002004,0.002139,0.004232,0.001571,0.001902,0.00256
344.5,-0.000016,0.001283,-0.000584,0.000621,0.002333,0.002618,0.003623,0.000121,-0.000313,0.001357,0.000345,0.003178,0.00076,0.001053,0.001588,0.005042,0.001435,0.001981,0.002019
344,0.000357,0.001893,-0.000103,0.000577,0.001869,0.001742,0.001616,-0.001234,0.000218,0.001701,0.001589,0.002739,0.000566,0.000507,0.001098,0.003444,0.002466,0.001026,0.001579
343.5,0.000354,0.002754,0.000466,0.000128,0.002196,0.002393,0.001875,-0.000161,0.000012,-0.000487,0.000262,0.003277,-0.000193,0.001114,0.002904,0.004724,0.002734,0.001272,0.001422
343,-0.00008,0.002215,-0.000696,-0.000103,0.001228,0.002817,0.002328,-0.000609,0.00041,0.000351,0.000805,0.003284,0.000376,0.001482,0.00235,0.003286,0.002347,0.000026,0.001407
342.5,-0.000647,0.001592,-0.000928,0.000241,0.00133,0.002842,0.002492,-0.000303,-0.00041,0.000468,0.000355,0.004472,0.001076,0.00098,0.001106,0.00499,0.002122,0.000768,0.002706
342,0.000941,0.00304,0.000955,0.001525,0.002604,0.00075,0.000744,-0.000203,0.000172,0.001243,-0.000081,0.004026,-0.000399,-0.000041,0.001452,0.003815,0.001882,0.001238,0.002487
341.5,0.000004,0.000552,-0.000584,0.000562,0.001919,0.00271,0.002128,-0.000688,-0.000198,0.000271,-0.00034,0.003616,0.000918,0.001044,0.00271,0.004365,0.002552,0.001708,0.003248
341,-0.000321,0.002989,0.000526,0.001175,0.002736,0.002358,0.002862,-0.000849,-0.001077,0.000391,0.000942,0.003662,0.000914,0.001227,0.001411,0.004455,0.002601,0.001122,0.001901
340.5,-0.00076,0.002122,-0.000264,0.000581,0.001845,0.001872,0.002357,-0.001059,-0.000437,0.001272,-0.000405,0.00429,0.001737,0.001278,0.001849,0.004085,0.001579,0.000322,0.000211
340,-0.000732,0.001613,-0.00121,0.000979,0.002983,0.002318,0.001726,-0.000652,-0.000021,0.00255,0.001187,0.004118,0.000691,0.002093,0.003547,0.004331,0.002126,0.001034,0.001975
339.5,-0.000093,0.001816,-0.000836,0.000253,0.001088,0.002756,0.002672,-0.000135,0.000873,0.000776,0.001229,0.003662,0.000945,0.000949,0.002988,0.004021,0.002074,0.000487,0.001825
339,-0.000792,0.001026,-0.001318,0.000893,0.002091,0.002464,0.001666,-0.001226,-0.000157,0.000639,0.001601,0.003023,0.000756,0.000821,0.002629,0.004719,0.002607,0.000502,0.00117
338.5,0.000677,0.003204,0.000549,0.000858,0.00241,0.001388,0.001603,0.000388,0.001617,0.000559,0.0014,0.002065,0.000893,0.002021,0.003141,0.005055,0.002362,0.000828,0.002062
338,-0.000074,0.002294,0.000304,0.000792,0.002466,0.002117,0.002148,0.000501,0.000819,0.000479,0.000473,0.00447,0.00163,0.00032,0.002287,0.004027,0.001539,0.001401,0.002291
337.5,0.00022,0.002013,0.000579,0.000278,0.002468,0.002171,0.002395,-0.000222,-0.00017,0.00116,-0.000121,0.003174,0.000002,0.000443,0.002128,0.004124,0.002188,0.001666,0.002257
337,0.000285,0.003331,0.000134,0.000027,0.002515,0.002696,0.002466,0.00036,0.000516,0.000675,0.00092,0.003483,0.00114,0.000912,0.00243,0.005479,0.002705,0.000308,0.001183
336.5,0.000722,0.002251,-0.000162,-0.00054,0.001604,0.001812,0.001874,-0.000682,-0.000145,0.001258,0.000642,0.002156,-0.000087,0.001218,0.001555,0.00357,0.002987,0.001534,0.002199
336,-0.000747,0.001968,-0.000375,0.000483,0.001627,0.002704,0.002438,-0.000256,-0.000723,0.000275,0.000892,0.003481,0.000733,0.001398,0.003137,0.004914,0.002738,0.000754,0.002688
335.5,0.000307,0.002366,0.000571,0.001386,0.002763,0.002627,0.002681,0.000202,0.000664,0.001636,0.00205,0.003539,0.000571,0.000816,0.001869,0.004148,0.001489,0.001841,0.002358
335,0.00002,0.001319,-0.001845,0.000056,0.002188,0.002114,0.001088,-0.000722,0.000414,0.001393,0.000994,0.003055,0.000564,0.000834,0.002113,0.004261,0.00279,0.00278,0.002657
334.5,0.000709,0.002082,0.001339,0.001627,0.002859,0.003456,0.001849,-0.000285,-0.000495,0.000281,0.001059,0.003781,0.001482,0.000513,0.002483,0.004498,0.002451,0.000775,0.001331
334,-0.000599,0.002003,-0.000704,0.001924,0.003377,0.002113,0.001825,-0.000106,0.00094,0.001159,0.001295,0.003951,0.001697,0.000743,0.002036,0.005472,0.002773,0.000999,0.001149
333.5,-0.000553,0.00226,-0.000709,0.000386,0.002357,0.002773,0.001862,-0.0003,0.000194,0.001447,0.001013,0.003279,0.00162,0.001773,0.002965,0.004458,0.002941,0.000847,0.001695
333,-0.000123,0.002779,-0.001329,-0.000087,0.001905,0.001954,0.001741,0.000698,0.000648,0.001634,0.000195,0.002759,-0.000048,0.001097,0.003211,0.004948,0.003078,0.001318,0.00239
332.5,0.000866,0.002851,-0.000158,0.00069,0.001843,0.002076,0.002357,-0.000632,0.000218,-0.000278,0.000763,0.004304,0.001162,0.002009,0.003005,0.005033,0.002742,0.000323,0.001085
332,0.00006,0.002905,-0.000129,0.00121,0.00185,0.001957,0.001703,-0.000562,-0.000891,-0.000167,0.000807,0.003779,0.000505,0.0012,0.002807,0.004766,0.001659,0.00115,0.003144
331.5,-0.00076,0.001358,-0.001761,0.000663,0.001793,0.001958,0.001656,0.00045,0.000895,0.000461,0.001122,0.003998,0.001462,0.000795,0.001121,0.002894,0.001628,0.0016,0.003194
331,0.000335,0.002315,0.000427,0.001557,0.003432,0.003067,0.003125,0.000412,0.001026,0.001658,0.001546,0.002816,0.000505,0.000444,0.001111,0.00527,0.002552,0.00115,0.002526
330.5,0.000173,0.002689,-0.000635,0.00094,0.003137,0.001557,0.001193,0.001691,0.001834,0.000591,-0.000026,0.002837,0.000179,0.00105,0.0023,0.003707,0.001579,0.001372,0.001397
330,-0.000477,0.001806,-0.000549,0.00094,0.002309,0.002825,0.002502,0.000444,0.000731,0.000888,0.001137,0.003468,0.000391,0.000422,0.002083,0.003697,0.001868,0.000804,0.002786
329.5,-0.000247,0.002402,-0.00034,0.001486,0.003287,0.002758,0.002944,0.000962,0.000944,0.001678,0.001739,0.004226,0.001394,0.001841,0.002853,0.004864,0.003133,0.000939,0.001701
329,-0.000077,0.00286,-0.000341,0.002368,0.002198,0.002783,0.003385,0.000062,0.001127,0.001081,0.001202,0.003869,0.001086,0.000706,0.002625,0.004566,0.002279,0.002055,0.00207
328.5,0.001136,0.003354,0.000653,0.000734,0.001838,0.002191,0.002486,-0.000313,0.000444,0.001194,0.001771,0.003924,0.00077,0.001801,0.003188,0.004963,0.002695,0.001702,0.002129
328,-0.000472,0.00214,-0.000547,0.001037,0.002139,0.001822,0.002747,-0.000041,-0.000166,0.000667,0.001312,0.004183,0.001291,0.001426,0.002655,0.004343,0.002187,0.001421,0.001887
327.5,-0.000692,0.002161,-0.000567,0.001539,0.002248,0.002067,0.00221,-0.000241,-0.000105,0.000315,0.001016,0.003274,0.001013,0.001164,0.002552,0.004522,0.002427,0.001225,0.001923
327,0.000123,0.002542,0.000482,0.000286,0.001789,0.002092,0.002073,-0.000354,0.000392,0.000585,0.000398,0.003511,0.000957,0.00193,0.00295,0.004548,0.002151,0.000907,0.001528
326.5,-0.000526,0.002627,-0.000915,0.001314,0.001458,0.002602,0.003073,0.000747,0.00069,0.000954,0.000981,0.002447,-0.000015,0.000985,0.002394,0.003539,0.00103,0.001238,0.002333
326,-0.000017,0.002885,0.000037,0.001307,0.00337,0.003376,0.002914,0.000429,0.000164,0.001747,0.001877,0.003062,0.00079,0.00167,0.002351,0.004336,0.002126,0.001923,0.003012
325.5,0.000182,0.002415,0.000251,0.000953,0.002527,0.002802,0.002853,-0.000716,-0.00015,0.001175,0.00174,0.003943,0.00118,0.001431,0.004226,0.004909,0.002793,0.001822,0.002383
325,0.000029,0.002487,0.000418,0.000186,0.00214,0.002638,0.00221,-0.000043,0.001147,0.000695,0.001579,0.00406,0.001234,0.001563,0.003375,0.005089,0.003192,0.001248,0.002094
324.5,-0.000418,0.002479,0.000723,0.001493,0.003045,0.002466,0.001735,0.000272,0.000559,0.000721,0.000732,0.004854,0.001265,0.001268,0.00268,0.003522,0.001294,0.001629,0.001999
324,0.000252,0.002957,0.000525,0.001489,0.00334,0.003519,0.003942,0.000667,0.000825,0.000374,0.000208,0.005138,0.001638,0.001875,0.003535,0.005377,0.00335,0.001613,0.001946
323.5,-0.000437,0.00222,0.000056,0.001172,0.002779,0.003414,0.00307,0.000298,0.000531,0.000408,0.000864,0.004343,0.001171,0.001425,0.00229,0.004161,0.003191,0.002554,0.002355
323,0.000252,0.002472,-0.000334,0.001055,0.002853,0.0028,0.002689,-0.000346,0.000292,0.001479,0.001008,0.003074,0.000508,0.002725,0.003621,0.004987,0.002948,0.002486,0.002234
322.5,-0.000335,0.002627,0.000263,0.00115,0.002565,0.003772,0.003461,0.00049,0.00099,0.001792,0.001653,0.003581,0.000617,0.001133,0.001736,0.005518,0.003263,0.001213,0.002275
322,-0.00098,0.001591,-0.000806,0.001734,0.002987,0.003618,0.003886,0.000626,0.001054,0.000892,0.000436,0.004533,0.001489,0.001686,0.002085,0.005215,0.00269,0.001781,0.001645
321.5,0.000197,0.00292,0.000488,0.000929,0.001979,0.002889,0.002866,-0.000024,0.000635,0.001028,0.001477,0.004133,0.001429,0.000635,0.001893,0.004425,0.002467,0.002695,0.002303
321,-0.000397,0.002218,0.000248,0.001223,0.002548,0.003697,0.002549,0.000708,0.002024,0.002134,0.000736,0.004163,0.000704,0.001958,0.003478,0.005365,0.002714,0.001261,0.001689
320.5,0.000526,0.002861,0.001117,0.000977,0.002766,0.002888,0.00313,-0.000357,-0.000163,0.001282,0.001665,0.003975,0.001107,0.001774,0.003464,0.004937,0.002748,0.001347,0.002164
320,0.000034,0.003297,-0.000201,0.002072,0.00327,0.001853,0.001815,-0.000159,0.001212,0.001729,0.001337,0.003182,0.000631,0.001969,0.003872,0.004657,0.002997,0.001519,0.00329
319.5,-0.000355,0.002603,-0.000615,0.000401,0.002025,0.00284,0.001485,0.000079,0.001237,0.002186,0.001535,0.004153,0.001921,0.001885,0.003346,0.005783,0.00441,0.001587,0.002647
319,-0.000393,0.002845,0.000085,0.000961,0.001794,0.002263,0.002718,0.000201,0.000895,0.002105,0.00162,0.003942,0.001187,0.001375,0.00271,0.005262,0.002579,0.001288,0.003029
318.5,-0.000078,0.003149,0.000019,0.000875,0.00219,0.002496,0.001732,0.000982,0.000347,0.001431,0.00137,0.003334,0.000675,0.001442,0.003527,0.004362,0.002519,0.00226,0.002537
318,-0.000189,0.002712,0.000681,0.001098,0.002325,0.00328,0.003547,-0.000568,0.000333,0.001745,0.001347,0.003751,0.000704,0.003197,0.004505,0.005307,0.003563,0.002041,0.001497
317.5,-0.000895,0.002001,-0.000029,0.00111,0.002583,0.003645,0.003407,0.000442,0.000804,0.001191,0.000853,0.003531,0.00072,0.002107,0.004533,0.004445,0.002665,0.002375,0.002345
317,-0.000418,0.002573,-0.000497,0.001731,0.003324,0.002927,0.002831,-0.000162,0.000276,0.001073,0.000486,0.003922,0.000989,0.001478,0.002925,0.005719,0.003446,0.001466,0.002979
316.5,0.000002,0.002495,0.000591,0.000852,0.002422,0.001858,0.00172,0.000134,0.000962,0.001651,0.001119,0.003129,0.000965,0.002759,0.003879,0.004929,0.003151,0.001371,0.002036
316,-0.000202,0.002544,-0.001049,0.001531,0.002857,0.003152,0.003542,0.00128,0.001713,0.001629,0.001321,0.004116,0.001422,0.001372,0.002893,0.005178,0.003022,0.002241,0.002092
315.5,0.000403,0.003142,0.00152,0.001416,0.003182,0.001996,0.003341,0.000555,0.001793,0.001519,0.000936,0.004718,0.00111,0.001437,0.003277,0.005702,0.003013,0.001824,0.003146
315,0.000232,0.002795,-0.000114,0.001571,0.003484,0.003028,0.002094,0.000312,0.001207,0.001318,0.000877,0.004853,0.001126,0.002139,0.003326,0.005744,0.003871,0.001577,0.001984
314.5,-0.000272,0.003095,0.000345,0.001249,0.002404,0.002261,0.002686,0.000377,0.000403,0.001272,0.000982,0.004472,0.00142,0.001595,0.003037,0.005346,0.004023,0.002488,0.002856
314,0.000112,0.003246,0.000151,0.000919,0.002694,0.002838,0.002221,0.0002,0.000584,0.001886,0.000736,0.004424,0.001265,0.002282,0.003382,0.006299,0.002645,0.001311,0.001579
313.5,0.00035,0.003473,0.000046,0.000985,0.003328,0.002568,0.002171,0.000117,0.000721,0.000904,0.000676,0.004591,0.000483,0.002111,0.002962,0.005404,0.003216,0.001371,0.001625
313,0.00065,0.003491,0.000656,0.002006,0.003687,0.00349,0.003202,0.000741,0.00125,0.002281,0.001299,0.004604,0.002467,0.002352,0.004379,0.005333,0.003141,0.001996,0.003228
